ECRY2_DN0_c0_g12446_i1.p1	GO:0017018, GO:0006470, GO:0005634
ECRY2_DN0_c0_g4549_i1.p1	GO:0039697, GO:0005515, GO:0039689, GO:0030683, GO:0030430
ECRY2_DN0_c0_g14718_i1.p1	GO:0032528, GO:0031283, GO:0005886, GO:0016021, GO:0045202, GO:0055075, GO:1902476, GO:0016324, GO:0015379, GO:0055064, GO:0007268, GO:0006884, GO:1990573
ECRY2_DN0_c0_g13844_i1.p1	GO:0030688, GO:0000462, GO:0005515, GO:0005634, GO:0005730
ECRY2_DN0_c0_g5425_i1.p1	GO:0061015, GO:0005635, GO:0046039, GO:0006606, GO:0005829, GO:0005737, GO:0005525, GO:0003924, GO:0005634, GO:0000287, GO:0000070
ECRY2_DN0_c0_g984_i1.p1	GO:0098542, GO:0017053, GO:0006355, GO:0036503, GO:0005634, GO:0003677
ECRY2_DN0_c0_g1619_i1.p1	GO:0055091, GO:0097035, GO:0005886, GO:0008020, GO:0016021, GO:0004744, GO:0007009, GO:0071709
ECRY2_DN0_c0_g14748_i1.p1	GO:0035075, GO:0071254, GO:0007629, GO:0005515, GO:0005737, GO:0000387, GO:0005634, GO:0032797, GO:0007591
ECRY2_DN0_c0_g4763_i1.p1	GO:0016323, GO:0005886, GO:0004674, GO:0005524, GO:0042981, GO:0004712, GO:0106310, GO:0003007, GO:0006468, GO:0003308, GO:0055013, GO:0010468, GO:0030010, GO:1905223
ECRY2_DN0_c0_g173_i1.p1	GO:0008134, GO:0045448, GO:0120176, GO:0050821, GO:0030154, GO:0005829, GO:0005634, GO:0046579, GO:0008103, GO:0046982, GO:0007165, GO:0005769, GO:0034613, GO:0005737, GO:0045172, GO:0042994, GO:0035332, GO:0005886, GO:0007399, GO:0031965, GO:0040040, GO:0042803, GO:0007611, GO:0006457, GO:0007294, GO:0007059
ECRY2_DN0_c0_g11877_i1.p1	GO:0004864, GO:0043086, GO:0009506, GO:0005737, GO:0005874, GO:0009524, GO:0009574, GO:0005819, GO:0005856
ECRY2_DN0_c0_g8862_i1.p1	GO:0034361, GO:0010951, GO:0004869, GO:0042627
ECRY2_DN0_c0_g14599_i1.p1	GO:0007291, GO:0006656, GO:0016020, GO:0016021, GO:0005783, GO:0071617, GO:0030258, GO:0007009, GO:0047184, GO:0106263, GO:0008354
ECRY2_DN0_c0_g7000_i1.p1	GO:0050896, GO:0007601, GO:0007463, GO:0045944, GO:0048054, GO:0000977, GO:0000981, GO:0005634, GO:0042067
ECRY2_DN0_c0_g13972_i1.p1	GO:0070682, GO:0005515, GO:0005737, GO:0005634
ECRY2_DN0_c0_g6676_i1.p1	GO:0007062, GO:0097431, GO:0051301, GO:0016604, GO:0000785, GO:0016363, GO:0003682, GO:0005694, GO:0005634, GO:0005654, GO:0090307, GO:0007059, GO:0008278, GO:0007049
ECRY2_DN0_c0_g6381_i1.p1	GO:0055038, GO:0016021, GO:0045595, GO:0005768, GO:0005547
ECRY2_DN0_c0_g8452_i1.p1	GO:0005887, GO:0030594, GO:0005886, GO:0030425, GO:0045202, GO:0004993, GO:0007187, GO:0007268, GO:0051378, GO:0007198
ECRY2_DN0_c0_g4281_i1.p1	GO:0000139, GO:0001523, GO:0005634, GO:0031901, GO:0005654, GO:0009395, GO:0048874, GO:0070062, GO:0005769, GO:0042802, GO:0005737, GO:0102200, GO:0008270, GO:0050729, GO:0070291, GO:0070290, GO:0090336, GO:0042622, GO:0070292, GO:0005794, GO:0005635, GO:0032052, GO:0001659
ECRY2_DN0_c0_g13485_i1.p1	GO:0016020, GO:0016021, GO:0008544, GO:0044177, GO:1990915, GO:0044178
ECRY2_DN0_c0_g13367_i1.p1	GO:0005886, GO:0005248, GO:0016021, GO:0005244, GO:0035725, GO:0034765, GO:0001518
ECRY2_DN0_c0_g10355_i1.p1	GO:0016020, GO:0016021, GO:0005432, GO:0006874, GO:0006816, GO:0035725
ECRY2_DN0_c0_g3059_i1.p1	GO:0000493, GO:0051082, GO:0005634
ECRY2_DN0_c0_g6690_i1.p1	GO:0006364, GO:0042273, GO:0003729, GO:0030687, GO:0000280, GO:0042802, GO:0042254, GO:0034399, GO:0005634, GO:0005730
ECRY2_DN0_c0_g1870_i1.p1	GO:0007474, GO:0006368, GO:0061575, GO:0000791, GO:0003682, GO:0001223, GO:0070063, GO:0070449, GO:0006366, GO:0005634, GO:0097322
ECRY2_DN0_c0_g7424_i1.p1	GO:0005576, GO:0004222, GO:0008270, GO:0006508, GO:0035188
ECRY2_DN0_c0_g2116_i1.p1	GO:0004674, GO:0005524, GO:0030018, GO:0106310, GO:0007517, GO:0006468, GO:0005634, GO:0004712
ECRY2_DN0_c0_g2788_i1.p1	GO:0005506, GO:0005789, GO:0006696, GO:0016021, GO:0005783, GO:0020037, GO:0008398, GO:0008168, GO:0032259
ECRY2_DN0_c0_g6701_i1.p1	GO:0006397, GO:0070059, GO:0006986, GO:0004712, GO:0004674, GO:0030176, GO:0005524, GO:0106310, GO:0002119, GO:1990440, GO:0090502, GO:1904576, GO:0051082, GO:0005789, GO:0005783, GO:1990604, GO:0004521, GO:0001666, GO:0006990, GO:0036498, GO:0006468, GO:0098787
ECRY2_DN0_c0_g8057_i1.p1	GO:0042783, GO:0003723, GO:0005654
ECRY2_DN0_c0_g10020_i1.p1	GO:0032330, GO:0036289, GO:0072659, GO:1902731, GO:0005886, GO:0005524, GO:0042802, GO:0045794, GO:0030553, GO:0004692, GO:0071476, GO:0106310, GO:0031965, GO:2001226, GO:0016324, GO:0032922, GO:0004712
ECRY2_DN0_c0_g4120_i1.p1	GO:0005737, GO:0005200, GO:0005882, GO:0098609
ECRY2_DN0_c0_g8808_i1.p1	GO:0015631, GO:0005737, GO:0003779, GO:0070840, GO:0005874, GO:0036158, GO:0005856
ECRY2_DN0_c0_g13755_i1.p1	GO:0036431, GO:0046705, GO:0005524, GO:0016310, GO:0006225, GO:0005737, GO:0046940, GO:0033862, GO:0006207, GO:0005634, GO:0036430
ECRY2_DN0_c0_g2213_i1.p1	GO:0045944, GO:0000978, GO:0046872, GO:0001228, GO:0005634
ECRY2_DN0_c0_g1494_i1.p1	GO:0006914, GO:0016020, GO:0016021, GO:0005515, GO:0005096, GO:0055036, GO:0019031
ECRY2_DN0_c0_g12339_i1.p1	GO:0004340, GO:0005739, GO:0005524, GO:0019158, GO:0005829, GO:0051156, GO:0019318, GO:0008865, GO:0006096, GO:0005536, GO:0001678, GO:0046835
ECRY2_DN0_c0_g7468_i1.p1	GO:0048856, GO:0030522, GO:0030154, GO:0000978, GO:0004879, GO:0008270, GO:0005634, GO:0006357
ECRY2_DN0_c0_g4452_i1.p1	GO:0005576, GO:0007165, GO:0071682, GO:1901741, GO:0005515, GO:0030308, GO:0042127, GO:0005615
ECRY2_DN0_c0_g15750_i1.p1	GO:0042025, GO:0043086, GO:0004860, GO:0007049
ECRY2_DN0_c0_g13222_i1.p1	GO:0005886, GO:0007165, GO:0004672, GO:0030097, GO:0005515, GO:0005737, GO:0045202, GO:0008284
ECRY2_DN0_c0_g11211_i1.p1	GO:0071169, GO:0006260, GO:0005815, GO:0035098, GO:0005721, GO:0035064, GO:0000781, GO:0000776, GO:0005737, GO:0000122, GO:0000775, GO:0006325, GO:0005634, GO:0005664, GO:0031491, GO:0008327, GO:0005694, GO:0005856
ECRY2_DN0_c0_g7210_i1.p1	GO:0015031, GO:0005515, GO:0051028, GO:0005654
ECRY2_DN0_c0_g7827_i1.p1	GO:0140672, GO:0043966, GO:0043967, GO:0044666, GO:0045927, GO:0005515, GO:0003682, GO:0051568, GO:0045893, GO:0006338, GO:0005634, GO:0044665, GO:0048188, GO:0003713, GO:0007049
ECRY2_DN0_c0_g15554_i1.p1	GO:0043565, GO:0019185, GO:0000995, GO:0005515, GO:0016251, GO:0042796, GO:0005634, GO:0005730, GO:0042795, GO:0005654
ECRY2_DN0_c0_g2268_i1.p1	GO:0071356, GO:0046513, GO:0016020, GO:0004767, GO:0016021, GO:0046475, GO:0050290, GO:0006685, GO:0046872
ECRY2_DN0_c0_g13281_i1.p1	GO:0106300, GO:0005886, GO:0016021, GO:0032184, GO:0005737, GO:0005634, GO:0016324
ECRY2_DN0_c0_g11503_i1.p1	GO:0050072, GO:0000932, GO:0005737, GO:0005829, GO:0000288, GO:0000290, GO:0005634, GO:0000340
ECRY2_DN0_c0_g15351_i1.p1	GO:0005886, GO:0000003, GO:0016887, GO:0045332, GO:0016021, GO:0005524, GO:0140326, GO:0005768, GO:0005802, GO:0009792, GO:0000287, GO:0006890, GO:0006897
ECRY2_DN0_c0_g155_i1.p1	GO:0005576, GO:0007219, GO:0005112, GO:0030154, GO:0045747, GO:0005737, GO:0021987, GO:0005509
ECRY2_DN0_c0_g9930_i1.p1	GO:0050727, GO:0005739, GO:0060547, GO:1903427, GO:0070469, GO:0005743, GO:0016021, GO:2001171, GO:1901223, GO:0005515, GO:0005737, GO:0010918, GO:0005747, GO:0008137, GO:0006120, GO:0032981, GO:0042776
ECRY2_DN0_c0_g14733_i1.p1	GO:0005840, GO:0006412, GO:0031386, GO:0003735, GO:0005737, GO:0016567, GO:0019941, GO:0046872, GO:0031625, GO:0005634
ECRY2_DN0_c0_g3528_i1.p1	GO:0006891, GO:0000916, GO:0005794, GO:0043087, GO:0036063, GO:0005737, GO:0043014, GO:0007111, GO:0007110, GO:0007112, GO:0005802, GO:0048137, GO:1990071, GO:0000212
ECRY2_DN0_c0_g9911_i1.p1	GO:0030574, GO:0048002, GO:0005576, GO:0005886, GO:0031638, GO:0005515, GO:0005615, GO:0060309, GO:0005764, GO:0043373, GO:0042583, GO:0016540, GO:0004197, GO:0016324, GO:0034230
ECRY2_DN0_c0_g6336_i1.p1	GO:0072659, GO:0005886, GO:0006904, GO:0048471, GO:0017157, GO:0005829, GO:0008021, GO:0005525, GO:0005768, GO:0098993, GO:0003924, GO:0031489, GO:0030742, GO:0019882, GO:0009306
ECRY2_DN0_c0_g12698_i1.p1	GO:0098505, GO:0007004, GO:0006284, GO:0005662, GO:0005654, GO:0051321, GO:0001701, GO:0000724, GO:0006289, GO:0030097, GO:0003682, GO:0003684, GO:0048873, GO:0006260, GO:0001673, GO:0016605, GO:0000800, GO:0090734, GO:0008284, GO:0046872, GO:0000794, GO:0034502, GO:0006298, GO:0006268
ECRY2_DN0_c0_g1988_i1.p1	GO:0008199, GO:0005576, GO:0005886, GO:0034986, GO:0055037, GO:0005769, GO:0008198, GO:0048840, GO:0006826, GO:1990459, GO:0005615
ECRY2_DN0_c0_g14811_i1.p1	GO:0005886, GO:0006814, GO:0016021, GO:0005515, GO:1904659, GO:0005412
ECRY2_DN0_c0_g920_i1.p1	GO:1904747, GO:0031260, GO:0031410, GO:0005515, GO:0000132, GO:0009986, GO:1903356, GO:0031532, GO:0043652, GO:0001891, GO:0001845, GO:0016021, GO:1902742, GO:0034620, GO:0030670, GO:0043654, GO:1901076, GO:0005886, GO:0005044, GO:0045184, GO:0042742, GO:0070986
ECRY2_DN0_c0_g14809_i1.p1	GO:0035556, GO:0055001, GO:0051262, GO:0004674, GO:0005524, GO:0008340, GO:0005737, GO:0106310, GO:0006468, GO:0043408, GO:0004712
ECRY2_DN0_c0_g3279_i1.p1	GO:0032526, GO:0016787, GO:0005737, GO:0005634
ECRY2_DN0_c0_g16421_i1.p1	GO:0051301, GO:0016539, GO:0032508, GO:0006338, GO:0005634, GO:0003723, GO:0007049
ECRY2_DN0_c0_g5852_i1.p1	GO:0005576, GO:0005515, GO:0042127
ECRY2_DN0_c0_g5031_i1.p1	GO:0016020, GO:0009566, GO:0035036, GO:0016021, GO:0033644, GO:0005515, GO:0055036, GO:0007340, GO:0019031, GO:0007342
ECRY2_DN0_c0_g2025_i1.p1	GO:0019752, GO:0030170, GO:0043231, GO:0016831
ECRY2_DN0_c0_g6788_i1.p1	GO:0007595, GO:0007565, GO:0005829, GO:0032868, GO:0005737, GO:0005525, GO:0006222, GO:0005634
ECRY2_DN0_c0_g14108_i1.p1	GO:0036099, GO:0048477, GO:0007165, GO:0016020, GO:0016021, GO:0030154, GO:0004888, GO:0030513
ECRY2_DN0_c0_g4526_i1.p1	GO:0005576, GO:0030141, GO:0031012, GO:1990430, GO:0031215, GO:0005615
ECRY2_DN0_c0_g354_i1.p1	GO:0071422, GO:0040018, GO:0016020, GO:0006814, GO:0015141, GO:0008340, GO:0016021, GO:0015137, GO:0015293, GO:0006629, GO:0015746
ECRY2_DN0_c0_g9808_i1.p1	GO:0006891, GO:0005794, GO:0050790, GO:0005783, GO:0016236, GO:0005829, GO:0005634, GO:0005085, GO:1990070, GO:0006888, GO:0005801, GO:0006886, GO:1990072, GO:1990071
ECRY2_DN0_c0_g15219_i1.p1	GO:0002218, GO:0003690, GO:1902857, GO:0045087, GO:0005634, GO:0071598, GO:0005813, GO:0031175, GO:0005929, GO:0097546, GO:0005737, GO:0032481, GO:0008022, GO:0002230, GO:0048814, GO:0000380, GO:0071360, GO:0016607, GO:0010494, GO:0043484, GO:0043021, GO:0051607
ECRY2_DN0_c0_g11631_i1.p1	GO:0005789, GO:0005975, GO:0043568, GO:0005783, GO:0016021, GO:0005515, GO:0031965, GO:0048741, GO:0051897, GO:0005634, GO:0004553
ECRY2_DN0_c0_g9252_i1.p1	GO:0005829, GO:0005634, GO:0098793, GO:0005737, GO:0032794, GO:0030159, GO:0007186, GO:0007212, GO:1990603, GO:0005886, GO:0043547, GO:0005834, GO:0051087, GO:0036367, GO:0043209, GO:0031682, GO:0005096, GO:1901386, GO:0044297
ECRY2_DN0_c0_g1996_i1.p1	GO:0010825, GO:0005815, GO:0046601, GO:0005814, GO:0005737, GO:0019894, GO:0019900, GO:0048133, GO:0005856
ECRY2_DN0_c0_g10092_i1.p1	GO:0035175, GO:0006355, GO:0005515, GO:0005634, GO:0004712, GO:0005654, GO:0005524, GO:0000228, GO:0005737, GO:0005700, GO:0106310, GO:0048477, GO:0043987, GO:0046777, GO:0000785, GO:0005703, GO:0016456, GO:0033696, GO:0000723, GO:0005705
ECRY2_DN0_c0_g1238_i1.p1	GO:0005886, GO:0033209, GO:0005031, GO:0031225, GO:0030683, GO:0031514
ECRY2_DN0_c0_g13872_i1.p1	GO:0051301, GO:0003690, GO:0000785, GO:0005515, GO:0034088, GO:0032116, GO:0005634, GO:0005654, GO:0007059, GO:0007064, GO:0007049
ECRY2_DN0_c0_g6091_i1.p1	GO:0071242, GO:0044715, GO:0005829
ECRY2_DN0_c0_g7011_i1.p1	GO:0005886, GO:0005524, GO:0035194, GO:0140359, GO:0016021, GO:0055085
ECRY2_DN0_c0_g9212_i1.p1	GO:0042273, GO:0000447, GO:0000027, GO:0030687, GO:0008097, GO:0042254, GO:0000055, GO:0005634, GO:0005730
ECRY2_DN0_c0_g13627_i1.p1	GO:0046777, GO:0004674, GO:0005524, GO:0030097, GO:0005737, GO:0004712, GO:0106310, GO:0043066, GO:0006915
ECRY2_DN0_c0_g5258_i1.p1	GO:0031160, GO:0030248, GO:0042244, GO:0030435, GO:0005515, GO:0090665, GO:0003677
ECRY2_DN0_c0_g8021_i1.p1	GO:0005576, GO:0000272, GO:0005509, GO:0006032, GO:0009620
ECRY2_DN0_c0_g4692_i1.p1	GO:0072487, GO:0000228, GO:0003682, GO:0043984, GO:0005634, GO:0006325, GO:0009047, GO:0031625, GO:0000976, GO:0016456
ECRY2_DN0_c0_g9847_i1.p1	GO:0002181, GO:0003735, GO:0022625, GO:0002182, GO:0022626
ECRY2_DN0_c0_g1132_i1.p1	GO:0106300, GO:0005576, GO:0005776, GO:0031410, GO:0038023, GO:0005789, GO:0016021, GO:0031093, GO:0005783, GO:0005657, GO:0005737, GO:0005829, GO:0005515, GO:0005634, GO:0000421, GO:0061709, GO:0005694
ECRY2_DN0_c0_g5148_i1.p1	GO:0016887, GO:0005524, GO:0005737, GO:0032508, GO:0003678
ECRY2_DN0_c0_g8572_i1.p1	GO:0007608, GO:0050896, GO:0016020, GO:0016021, GO:0005549
ECRY2_DN0_c0_g5950_i1.p1	GO:0005829, GO:0031398, GO:0005634, GO:0089720, GO:0046329, GO:1990001, GO:0016055, GO:2001271, GO:0061630, GO:0031624, GO:0048471, GO:1903688, GO:0005737, GO:1990381, GO:0008270, GO:0051726, GO:0006915, GO:0048800, GO:0005876, GO:0007283, GO:0046673, GO:0090263, GO:0045035, GO:0007298, GO:0007289, GO:0031625, GO:0061663, GO:0045116, GO:0043027, GO:0051865, GO:0022416, GO:0070936
ECRY2_DN0_c0_g4039_i1.p1	GO:0005739, GO:0005759, GO:0006108, GO:0005737, GO:0005829, GO:0006099, GO:0030060, GO:0048046
ECRY2_DN0_c0_g8751_i1.p1	GO:0050896, GO:0007601, GO:0120200, GO:0048471, GO:0005515, GO:0005737, GO:0001917, GO:0015031, GO:0120199, GO:0042995, GO:0005768, GO:0005634, GO:0060041, GO:0031283
ECRY2_DN0_c0_g5347_i1.p1	GO:0005515, GO:0016021, GO:0007166, GO:0005886
ECRY2_DN0_c0_g16325_i1.p1	GO:0006706, GO:0016020, GO:0016021, GO:0008203, GO:0016229
ECRY2_DN0_c0_g15_i1.p1	GO:0005887, GO:0030594, GO:0050795, GO:0005886, GO:0030425, GO:0071312, GO:0042310, GO:0071466, GO:0007187, GO:0007268, GO:0045202, GO:0004993, GO:0014063, GO:0046849, GO:0007610, GO:0051378, GO:0007198
ECRY2_DN0_c0_g8205_i1.p1	GO:0000493, GO:0051082, GO:0005737
ECRY2_DN0_c0_g12730_i1.p1	GO:0045944, GO:0000978, GO:0000981, GO:0008270, GO:0005634
ECRY2_DN0_c0_g12184_i1.p1	GO:0003677, GO:0006357, GO:0000981, GO:0005634
ECRY2_DN0_c0_g13481_i1.p1	GO:0016887, GO:0005524, GO:0005737, GO:0032508, GO:0003678
ECRY2_DN0_c0_g7968_i1.p1	GO:0019827, GO:0016592, GO:0070847, GO:0046966, GO:0060261, GO:0005634, GO:0003713
ECRY2_DN0_c0_g8016_i1.p1	GO:0007507, GO:0006936, GO:0005884, GO:0051015, GO:0060298, GO:0007015
ECRY2_DN0_c0_g13006_i1.p1	GO:0044331, GO:0005887, GO:0005886, GO:0005509, GO:0007156, GO:0016339
ECRY2_DN0_c0_g3226_i1.p1	GO:0004134, GO:0005576, GO:0051384, GO:0005978, GO:1904813, GO:0034774, GO:0005737, GO:0005829, GO:0016529, GO:0102500, GO:0043033, GO:0016234, GO:0030247, GO:0007584, GO:0005980, GO:0005634, GO:0031593, GO:0004135
ECRY2_DN0_c0_g2806_i1.p1	GO:0005739, GO:0045787, GO:2000779, GO:0005515, GO:1990841, GO:0048821, GO:0060729, GO:0005634, GO:0043249, GO:0051597, GO:0031647, GO:0005737, GO:0051782, GO:0016525, GO:0009411, GO:0007283, GO:0042771, GO:0006978, GO:0051262, GO:0061484, GO:0010165, GO:0048730, GO:0060216, GO:0010526, GO:0000785, GO:0000978, GO:0060429, GO:0046872, GO:0007049, GO:0006914, GO:0045944, GO:0090398, GO:0071456, GO:0000077, GO:1902262, GO:0043525, GO:0043280, GO:0000981
ECRY2_DN0_c0_g13287_i1.p1	GO:1990830, GO:0005509, GO:0050790, GO:0005861
ECRY2_DN0_c0_g512_i1.p1	GO:0045892, GO:0045944, GO:0005515, GO:0000978, GO:0140655, GO:0001228, GO:0008270, GO:0005634
ECRY2_DN0_c0_g15021_i1.p1	GO:0005576, GO:0052692, GO:0005783, GO:0005995, GO:0016139, GO:0005737, GO:0005788, GO:0046477
ECRY2_DN0_c0_g13139_i1.p1	GO:0007052, GO:0051301, GO:0005515, GO:0005737, GO:0007088, GO:0005874, GO:0005856, GO:0005819, GO:0007049
ECRY2_DN0_c0_g1019_i1.p1	GO:0016020, GO:0016021, GO:0005783, GO:0005515, GO:0005737, GO:0032511, GO:0043025, GO:0097386
ECRY2_DN0_c0_g2646_i1.p1	GO:0005739, GO:0005759, GO:0005524, GO:1905202, GO:0006552, GO:0005737, GO:0004485
ECRY2_DN0_c0_g11911_i1.p1	GO:0005739, GO:0006278, GO:0090305, GO:0003964, GO:0004519
ECRY2_DN0_c0_g4836_i1.p1	GO:0005739, GO:0030176, GO:0019367, GO:0034626, GO:0005789, GO:0042761, GO:0005783, GO:0102756, GO:0042759, GO:0030148, GO:0009922, GO:0005741, GO:0034625
ECRY2_DN0_c0_g6563_i1.p1	GO:0016020, GO:0061035, GO:0140014, GO:0071286, GO:0032963, GO:0070301, GO:0030282, GO:0030324, GO:0035264, GO:0070300, GO:0001501, GO:0016021, GO:0001932, GO:0042802, GO:0015774, GO:0090520, GO:0071461, GO:0071356, GO:1900126, GO:0097187, GO:0001958, GO:0030072, GO:0045840, GO:0140052, GO:0048661, GO:0061751, GO:0048008, GO:0060348, GO:0070314, GO:0046872, GO:0048286, GO:0043491, GO:0006672, GO:0007049, GO:0001786, GO:0030509, GO:0060541, GO:0002244, GO:0003433, GO:0071897, GO:0098868, GO:0002685, GO:1901653, GO:0006685, GO:0085029, GO:1903543, GO:0051216
ECRY2_DN0_c0_g16208_i1.p1	GO:0009737, GO:0009651, GO:0009414, GO:0005829, GO:0005634, GO:0005509, GO:0019722, GO:0005513
ECRY2_DN0_c0_g13995_i1.p1	GO:0005886, GO:0005248, GO:0016021, GO:0005244, GO:0035725, GO:0034765, GO:0001518
ECRY2_DN0_c0_g6130_i1.p1	GO:0050896, GO:0007601, GO:0006357, GO:0000981, GO:0005634, GO:0003677
ECRY2_DN0_c0_g3278_i1.p1	GO:0016020, GO:0016021, GO:0003382, GO:0051015, GO:0070830, GO:0007015, GO:0030036
ECRY2_DN0_c0_g6464_i1.p1	GO:0004843, GO:0051289, GO:0051301, GO:0140014, GO:0016578, GO:0045893, GO:0006325, GO:0006511, GO:0005634, GO:0043130, GO:0042393, GO:0008270, GO:0051726, GO:0004197, GO:0000278, GO:0003713
ECRY2_DN0_c0_g14812_i1.p1	GO:0000978, GO:0005737, GO:0005634, GO:0006357, GO:0001227
ECRY2_DN0_c0_g8999_i1.p1	GO:0004674, GO:0005524, GO:0030018, GO:0106310, GO:0007517, GO:0006468, GO:0005634, GO:0004712
ECRY2_DN0_c0_g1430_i1.p1	GO:0042162, GO:0016021, GO:0051321, GO:0016020
ECRY2_DN0_c0_g7581_i1.p1	GO:0005576, GO:0030198, GO:0043589, GO:0010952, GO:0048513, GO:0016504, GO:0005509, GO:0090497, GO:0035122
ECRY2_DN0_c0_g14553_i1.p1	GO:0035194, GO:0006397, GO:0031053, GO:0005634, GO:0003676, GO:0005654
ECRY2_DN0_c0_g7024_i1.p1	GO:0030154, GO:0048471, GO:0005737, GO:0043014, GO:0005634, GO:0002177, GO:0007283, GO:0005856
ECRY2_DN0_c0_g15322_i1.p1	GO:0001174, GO:0016407, GO:0006367, GO:0017025, GO:0016251, GO:0097550, GO:0042789, GO:0046872, GO:0005634, GO:0070897, GO:0051101
ECRY2_DN0_c0_g8173_i1.p1	GO:0005794, GO:0000139, GO:0005795, GO:0016063, GO:0016021, GO:0005783, GO:0046872, GO:0006013, GO:0006491, GO:0006517, GO:0006486, GO:0030246, GO:0035010, GO:0004572
ECRY2_DN0_c0_g6039_i1.p1	GO:0120014, GO:0120010, GO:0005737
ECRY2_DN0_c0_g1956_i1.p1	GO:0055038, GO:0031175, GO:0072659, GO:0005886, GO:0055037, GO:0032154, GO:0015031, GO:0005525, GO:0045335, GO:0003925, GO:0032402, GO:0007049
ECRY2_DN0_c0_g2495_i1.p1	GO:0015012, GO:0005794, GO:0000139, GO:0005789, GO:0016021, GO:0005783, GO:0030206, GO:0046872, GO:0030158, GO:0050650
ECRY2_DN0_c0_g12522_i1.p1	GO:0000160, GO:0009736, GO:0018024, GO:0046872, GO:0005634
ECRY2_DN0_c0_g4641_i1.p1	GO:0001510, GO:0008173, GO:0005737, GO:0003676
ECRY2_DN0_c0_g10357_i1.p1	GO:0048260, GO:0030139, GO:0007165, GO:0050790, GO:1903688, GO:0032483, GO:0048675, GO:0005829, GO:0005096, GO:0030971, GO:0005085, GO:0016192, GO:0005938, GO:0031267
ECRY2_DN0_c0_g3393_i1.p1	GO:0032088, GO:1902073, GO:0005737, GO:0033235, GO:0005515, GO:0005634
ECRY2_DN0_c0_g1322_i1.p1	GO:0033553, GO:0061638, GO:0051301, GO:0016887, GO:0006281, GO:0003690, GO:0005515, GO:0003682, GO:0005737, GO:0005829, GO:0000796, GO:0003697, GO:0005634, GO:0051315, GO:0007076, GO:0005694, GO:0007049
ECRY2_DN0_c0_g14696_i1.p1	GO:0000900, GO:0003730, GO:0005737, GO:0043130, GO:0009410
ECRY2_DN0_c0_g8415_i1.p1	GO:0043086, GO:0004860, GO:0005737, GO:1990316, GO:0005874, GO:0000407, GO:0005856, GO:0007049
ECRY2_DN0_c0_g7063_i1.p1	GO:0000795, GO:0051321, GO:0007131, GO:0007130, GO:0000794, GO:0005515, GO:0007129, GO:0016925
ECRY2_DN0_c0_g10559_i1.p1	GO:0005634, GO:0003712, GO:0006357, GO:0016592
ECRY2_DN0_c0_g7552_i1.p1	GO:0045944, GO:0000978, GO:0000122, GO:0000981, GO:0008270, GO:0005634
ECRY2_DN0_c0_g10310_i1.p1	GO:0005576, GO:0045924, GO:0005125, GO:0005139, GO:0018991, GO:0019953
ECRY2_DN0_c0_g16216_i1.p1	GO:0016705, GO:0005506, GO:0070544, GO:0045892, GO:0005737, GO:0006325, GO:0051213, GO:0031418, GO:0034720
ECRY2_DN0_c0_g7642_i1.p1	GO:0009653, GO:0030154, GO:0000978, GO:0002119, GO:0000981, GO:0007501, GO:0005634, GO:0048337, GO:0006357
ECRY2_DN0_c0_g2898_i1.p1	GO:0005576, GO:0016936, GO:0000272, GO:0006032, GO:0009620, GO:0030246
ECRY2_DN0_c0_g7953_i1.p1	GO:0003878, GO:0006101, GO:0005524, GO:0006107, GO:0005737, GO:0005829, GO:0006085, GO:0006633, GO:0046872
ECRY2_DN0_c0_g10680_i1.p1	GO:0007281, GO:0005886, GO:0002039, GO:0005912, GO:0005737, GO:0002119, GO:0030056, GO:0005874, GO:0016324, GO:0031122, GO:0005856
ECRY2_DN0_c0_g1025_i1.p1	GO:0005739, GO:0016021, GO:0005515, GO:0061617, GO:0042407, GO:0005743, GO:0044284
ECRY2_DN0_c0_g5983_i1.p1	GO:0005794, GO:0019904, GO:0005737, GO:0051049, GO:0012505
ECRY2_DN0_c0_g58_i1.p1	GO:0005739, GO:0003700, GO:0003677, GO:0043457
ECRY2_DN0_c0_g16200_i1.p1	GO:0006620, GO:0038023, GO:0030176, GO:0005789, GO:0005783, GO:0031204
ECRY2_DN0_c0_g2089_i1.p1	GO:0005886, GO:0036364, GO:0005789, GO:0014005, GO:0016021, GO:0005783, GO:0006954, GO:0035583, GO:0031012, GO:0019838, GO:0045087, GO:0006801, GO:0009986, GO:0007179, GO:0005615
ECRY2_DN0_c0_g16309_i1.p1	GO:0005887, GO:0032328, GO:0005886, GO:0070062, GO:0015293, GO:0089718, GO:0009636, GO:0035725, GO:0022858
ECRY2_DN0_c0_g11071_i1.p1	GO:0043231, GO:0006082, GO:0005506, GO:0016020, GO:0016021, GO:0005737, GO:0016712, GO:0020037, GO:0008395, GO:0006805
ECRY2_DN0_c0_g16017_i1.p1	GO:0051149, GO:0110011, GO:0005576, GO:0005886, GO:0005604, GO:0005518, GO:0032836, GO:0010811, GO:0005509, GO:0098637, GO:0005201, GO:0043394, GO:0007160, GO:2001046, GO:0071944, GO:0043237
ECRY2_DN0_c0_g7700_i1.p1	GO:0005576, GO:0004181, GO:0008270, GO:0006508, GO:0005615
ECRY2_DN0_c0_g7188_i1.p1	GO:0032790, GO:1990391, GO:0072344, GO:0006355, GO:0006281, GO:0032508, GO:0043130, GO:0005634, GO:0016607, GO:1990116, GO:0006307, GO:0005654, GO:0099053
