CCFQ1_DN4592_c0_g1_i2.p1	GO:0006749, GO:0005576, GO:0004364
CCFQ1_DN5813_c0_g2_i3.p1	GO:0043235, GO:0045121, GO:0031526, GO:0042802, GO:0031225, GO:0070492, GO:0005509, GO:0005615, GO:0005576, GO:0070062, GO:0070207, GO:0005886, GO:0001934, GO:0046326, GO:0009624
CCFQ1_DN22021_c0_g1_i1.p2	GO:0050790, GO:0055106, GO:0042631, GO:0005737, GO:0120174
CCFQ1_DN3858_c0_g1_i1.p1	GO:0035615, GO:0110010, GO:0030136, GO:0032588, GO:0006903, GO:0030665, GO:0005829, GO:0016192, GO:0005765, GO:0000139, GO:0006605, GO:0005794, GO:0030121
CCFQ1_DN501_c0_g1_i1.p1	GO:0030133, GO:0046872, GO:0020037, GO:0031160, GO:0030435, GO:0031012
CCFQ1_DN10958_c0_g1_i2.p1	GO:0000151, GO:0005634, GO:0006511, GO:0030674, GO:0005515
CCFQ1_DN1789_c1_g1_i1.p1	GO:0005854, GO:0005739, GO:1905551, GO:0042788, GO:0005829, GO:0003729, GO:0043066, GO:0009792, GO:1900034
CCFQ1_DN1481_c0_g1_i1.p1	GO:0031965, GO:0016021, GO:0005634, GO:0005829, GO:0006974, GO:0016740, GO:0000282
CCFQ1_DN14732_c0_g1_i1.p1	GO:0097731, GO:0005829, GO:0007283, GO:0009566, GO:0120160, GO:0007340
CCFQ1_DN1886_c0_g1_i2.p1	GO:0007586, GO:0005576, GO:0004252, GO:0006508
CCFQ1_DN5261_c0_g1_i2.p1	GO:0030496, GO:0008017, GO:0015630, GO:0060590, GO:0030426, GO:0007019, GO:0005874, GO:0005886, GO:0031117, GO:0010976, GO:0005813, GO:0008352, GO:0046982, GO:0007079, GO:0000922, GO:0070840, GO:0051301, GO:0030424, GO:0005819, GO:0051013, GO:0007026, GO:0005829, GO:0010942, GO:0007049, GO:0043025, GO:0005737
CCFQ1_DN2606_c0_g1_i3.p1	GO:0016021, GO:0016020, GO:0051321, GO:0005794, GO:0005515, GO:1990576
CCFQ1_DN10413_c0_g1_i1.p1	GO:0016446, GO:0006298, GO:0032389, GO:0016887, GO:0140664
CCFQ1_DN37389_c0_g1_i1.p1	GO:0008637, GO:0005654, GO:0005739, GO:0003735, GO:0005763, GO:0005743, GO:0006915, GO:0032543, GO:0005761, GO:0005759
CCFQ1_DN40896_c0_g1_i1.p1	GO:0032956, GO:0008584, GO:0007163, GO:0005654, GO:0030865, GO:0008360, GO:0016477, GO:0005634, GO:0042147, GO:0007264, GO:0019901, GO:0016887, GO:0031267, GO:0003924, GO:0005524, GO:0005525, GO:0007015
CCFQ1_DN24087_c0_g1_i1.p1	GO:0016021, GO:0050832, GO:0016020, GO:0004579, GO:0031640
CCFQ1_DN39239_c0_g1_i1.p1	GO:0016021, GO:0016020, GO:0009887, GO:0009888, GO:0070700
CCFQ1_DN34705_c0_g1_i1.p1	GO:0032480, GO:0039536, GO:0000209, GO:0031624, GO:0005829, GO:1990830, GO:0002250, GO:0008270, GO:0006511, GO:0000139, GO:0005794, GO:0002039, GO:0034098, GO:0061630
CCFQ1_DN27269_c0_g1_i1.p1	GO:0071805, GO:0016021, GO:0008076, GO:0016020, GO:0034765, GO:0005249, GO:0030425
CCFQ1_DN10029_c0_g1_i1.p1	GO:0050790, GO:1901982, GO:0009744, GO:0009507, GO:0019887, GO:0009569, GO:0031588, GO:0005737, GO:0005515, GO:0005975, GO:0043562
CCFQ1_DN12766_c0_g2_i2.p1	GO:0005515, GO:0002028, GO:0005886, GO:0016021
CCFQ1_DN1104_c0_g1_i2.p1	GO:0005978, GO:0102751, GO:0034774, GO:0016020, GO:0005829, GO:0043202, GO:0005576, GO:0030145, GO:0042803, GO:0008466, GO:1904813
CCFQ1_DN1264_c0_g1_i3.p1	GO:0000413, GO:0016018, GO:0003755, GO:0000324, GO:0006457, GO:0005576, GO:0005783, GO:0005737
CCFQ1_DN15966_c0_g1_i1.p1	GO:0005085, GO:0005829, GO:0031267, GO:0010753
CCFQ1_DN36344_c0_g1_i1.p1	GO:0005201, GO:1990430, GO:0031214, GO:0005576, GO:0005788, GO:0001501, GO:0031012
CCFQ1_DN129_c1_g1_i7.p1	GO:0090729, GO:0030246, GO:0005886, GO:0035821
CCFQ1_DN7924_c0_g1_i1.p1	GO:0010780, GO:0005773, GO:0046872, GO:0031410, GO:0016887, GO:0051321, GO:0005524, GO:0005737, GO:0005515, GO:0003688
CCFQ1_DN22586_c0_g1_i1.p1	GO:0005634, GO:0015908, GO:0005829, GO:0005504
CCFQ1_DN28509_c0_g1_i1.p1	GO:0005634, GO:0003677, GO:0006357
CCFQ1_DN43340_c0_g1_i1.p1	GO:0005634, GO:0007267, GO:0007010, GO:0005737, GO:0005515
CCFQ1_DN21970_c0_g1_i1.p1	GO:0005764, GO:0016042, GO:0043202, GO:0005576, GO:0016788
CCFQ1_DN8156_c0_g1_i10.p1	GO:0007424, GO:2000251, GO:0007298, GO:1903391, GO:0048513, GO:0007409, GO:0007520, GO:0031532, GO:0070374, GO:0048468, GO:0007417, GO:0051179, GO:0007173, GO:0072499, GO:0090630, GO:0048010, GO:0042059, GO:0005085, GO:0046872, GO:0005829, GO:0001745, GO:0035011, GO:0005737, GO:0007391
CCFQ1_DN4309_c0_g1_i3.p1	GO:0005634, GO:0042802, GO:0000795, GO:0031490, GO:0000794, GO:0051321, GO:0005198, GO:0000800
CCFQ1_DN185_c0_g1_i2.p2	GO:0000422, GO:0016021, GO:0016236, GO:0016020, GO:0005184
CCFQ1_DN1083_c0_g1_i9.p1	GO:0006508, GO:0016021, GO:0016020, GO:0040026, GO:0004252
CCFQ1_DN18919_c0_g1_i1.p1	GO:0046872, GO:0005739, GO:0006364, GO:0006397, GO:0017004, GO:0042254, GO:0048255
CCFQ1_DN32771_c0_g1_i1.p1	GO:0001889, GO:0035673, GO:0043252, GO:0034097, GO:0051384, GO:0009410, GO:0035672, GO:0015347, GO:0016323, GO:0015721, GO:0043434, GO:0005887, GO:0005886, GO:0032496, GO:0015125, GO:0046677
CCFQ1_DN1346_c0_g1_i2.p1	GO:0016021, GO:0007283, GO:0005509, GO:0045938, GO:0005886, GO:0030154, GO:0070328, GO:0048477
CCFQ1_DN2607_c0_g2_i1.p1	GO:0005184, GO:0016020, GO:0016021, GO:0051321
CCFQ1_DN5664_c0_g1_i3.p1	GO:0046872, GO:0006383, GO:0042273, GO:0005634, GO:0042254
CCFQ1_DN26662_c0_g1_i1.p1	GO:0009535, GO:0006508, GO:0016021, GO:0004222, GO:0009507, GO:0008270, GO:0016887, GO:0004176, GO:0005737, GO:0005524, GO:0009534
CCFQ1_DN12128_c0_g1_i1.p1	GO:0005634, GO:0033551, GO:0051455, GO:0000776, GO:0045143, GO:0045859, GO:0010789, GO:0051321, GO:0005515
CCFQ1_DN10534_c0_g1_i1.p1	GO:0005847, GO:0098789, GO:0005634, GO:0003730, GO:0006378, GO:0017022, GO:0010508
CCFQ1_DN28104_c0_g1_i1.p1	GO:0004568, GO:0050832, GO:0004857, GO:0005576, GO:0005975, GO:0043086
CCFQ1_DN10520_c0_g1_i2.p1	GO:0005634, GO:0033551, GO:0051455, GO:0000776, GO:0045143, GO:0045859, GO:0010789, GO:0051321, GO:0005515
CCFQ1_DN12639_c0_g1_i1.p1	GO:1903220, GO:0005634, GO:0005848, GO:0003729, GO:0031124
CCFQ1_DN3903_c0_g1_i1.p1	GO:0004861, GO:0030308, GO:0008285, GO:0048709, GO:0005634, GO:0019901, GO:0007049, GO:0005737, GO:0045736, GO:2000045
CCFQ1_DN25179_c0_g1_i1.p1	GO:0070935, GO:0005634, GO:0003730, GO:0007283, GO:0032991, GO:0030154, GO:0005737, GO:0005515, GO:0008494, GO:0045948
CCFQ1_DN9321_c0_g1_i2.p1	GO:0071598, GO:0005739, GO:1990124, GO:0016322, GO:0043066, GO:0007300, GO:1900074, GO:0007303, GO:0097194, GO:1990525, GO:0006508, GO:0045476, GO:0097200, GO:0005829, GO:0016239, GO:0043025, GO:0005737, GO:0009267, GO:0007275, GO:0048477
CCFQ1_DN21929_c0_g1_i1.p1	GO:1902769, GO:0008406, GO:0008354, GO:0007155, GO:0022900, GO:0006338, GO:0004222, GO:0007052, GO:0051298, GO:0007420, GO:0016020, GO:0007076, GO:0051301, GO:0007444, GO:0006508, GO:0046872, GO:0019915, GO:0007100, GO:0007049, GO:0045842, GO:0005737
CCFQ1_DN23126_c0_g1_i1.p2	GO:0048026, GO:0005634, GO:0005737, GO:0005515
CCFQ1_DN11506_c0_g2_i1.p1	GO:0016604, GO:0005730, GO:0005634, GO:0005829, GO:0016973, GO:0005886, GO:0003729, GO:0005737
CCFQ1_DN3824_c0_g1_i1.p1	GO:0005783, GO:0016491, GO:0006694, GO:0030497
CCFQ1_DN594_c0_g1_i2.p1	GO:0007476, GO:0097352, GO:0016324, GO:0005829, GO:0035003, GO:0005886, GO:0005737, GO:0005515
CCFQ1_DN19760_c0_g1_i1.p1	GO:0046872, GO:0020037, GO:0098809, GO:0015671, GO:0001666, GO:0005344, GO:0005737, GO:0043204, GO:0019825
CCFQ1_DN2439_c0_g1_i3.p1	GO:0008137, GO:0070469, GO:0005758, GO:0008637, GO:0032981, GO:0005739, GO:0046872, GO:0046034, GO:0051537, GO:0051881, GO:0005743, GO:0051539, GO:0006120, GO:0042773, GO:0072593, GO:0005747
CCFQ1_DN38983_c0_g1_i1.p1	GO:0035410, GO:0003857, GO:0047035, GO:0030678, GO:0044594, GO:0005739, GO:0106282, GO:0008210, GO:0008205, GO:0047022, GO:0047015, GO:0006637, GO:0018454, GO:0106283, GO:0006631, GO:0090646, GO:0008209
CCFQ1_DN20887_c0_g1_i1.p1	GO:0043410, GO:0030674, GO:0005654, GO:0045893, GO:0006914, GO:0044790, GO:0010508, GO:0002218, GO:0038187, GO:0003713, GO:0045087, GO:0070534, GO:0051092, GO:0019901, GO:0046597, GO:0008270, GO:0031664, GO:0000932, GO:0061630, GO:0005829, GO:1990462, GO:0042803, GO:0032880, GO:0043123, GO:0005737
CCFQ1_DN11403_c0_g1_i1.p1	GO:0046854, GO:0046935, GO:0010498, GO:0005829, GO:0040008, GO:0005942, GO:0001772, GO:0001678, GO:0009968, GO:0016567, GO:0043551, GO:0035556, GO:0005515, GO:0050868
CCFQ1_DN37478_c0_g1_i1.p1	GO:0030490, GO:0005654, GO:0005730, GO:0042274, GO:0005634, GO:0032040, GO:0003723, GO:0030688, GO:0030686, GO:0042254, GO:0000447, GO:0005515
CCFQ1_DN21469_c0_g1_i1.p1	GO:0006809, GO:0046872, GO:1900015, GO:0032755, GO:0005829, GO:0004517, GO:0005516, GO:0005737, GO:0032310, GO:0018119, GO:0032757
CCFQ1_DN8602_c0_g1_i1.p1	GO:0006139, GO:0050660, GO:0048511, GO:0005634, GO:0009882, GO:0048471, GO:0009785, GO:0018298, GO:0006950, GO:0042752, GO:0005737, GO:0045892
CCFQ1_DN16037_c0_g1_i2.p1	GO:0071805, GO:0030430, GO:0005515, GO:0034765
CCFQ1_DN29138_c0_g1_i1.p1	GO:0042158, GO:0008289, GO:0042632, GO:0002040, GO:0005783, GO:0042953, GO:1904121, GO:0006629, GO:0034377, GO:0009306, GO:0007586, GO:0016323, GO:0005794, GO:0120009, GO:0001579, GO:0015914, GO:0015909
CCFQ1_DN15015_c0_g1_i1.p1	GO:0061343, GO:0007424, GO:0035160, GO:0031225, GO:0035151, GO:0005918, GO:0016331, GO:0005886, GO:0042803, GO:0019991, GO:0043005, GO:0007156
CCFQ1_DN32013_c0_g1_i1.p1	GO:0070469, GO:0016021, GO:0032981, GO:0005739, GO:0005743, GO:0005515, GO:0005747
CCFQ1_DN22826_c0_g1_i1.p1	GO:0070935, GO:0005634, GO:0003730, GO:0007283, GO:0032991, GO:0030154, GO:0005737, GO:0005515, GO:0008494, GO:0045948
CCFQ1_DN33913_c0_g1_i1.p1	GO:0039604, GO:0039504, GO:0030683, GO:0030414, GO:0030430
CCFQ1_DN2811_c0_g1_i3.p1	GO:0005770, GO:0016021, GO:0005764, GO:0005765, GO:0042803, GO:0007186
CCFQ1_DN33950_c0_g1_i1.p1	GO:0110146, GO:0051560, GO:0016021, GO:0046872, GO:0006979, GO:0006915, GO:0006914, GO:0110143
CCFQ1_DN26045_c0_g1_i1.p1	GO:0019033, GO:0044177, GO:0019901, GO:0002949, GO:0030430, GO:0000722
CCFQ1_DN43234_c0_g1_i1.p1	GO:0019082, GO:0019028, GO:0003677
CCFQ1_DN1511_c0_g1_i1.p1	GO:0005634, GO:0004857, GO:0010526, GO:0032196, GO:0005737
CCFQ1_DN38147_c0_g1_i1.p1	GO:0005634, GO:0005829, GO:0042981, GO:0006915, GO:0005515
CCFQ1_DN34287_c0_g1_i1.p1	GO:0007281, GO:0034599, GO:0048854, GO:0097150, GO:0032039, GO:0065003, GO:0006289, GO:0036297, GO:0007276, GO:0002262, GO:0019430, GO:0005515, GO:0006513
CCFQ1_DN37178_c0_g1_i1.p1	GO:0016021, GO:0016020, GO:0039660, GO:0019058, GO:0005783
CCFQ1_DN18760_c0_g1_i1.p1	GO:0016021, GO:0005654, GO:0005730, GO:0080008, GO:0005634, GO:0016020, GO:0005829, GO:0016567, GO:0005515
CCFQ1_DN42721_c0_g1_i1.p1	GO:0031146, GO:0005515, GO:0019005
CCFQ1_DN24138_c0_g1_i1.p1	GO:0033106, GO:1990072, GO:0048208, GO:1990071, GO:0006888, GO:0005829, GO:0000139, GO:0099022, GO:0005794, GO:0006891, GO:0005783, GO:0005737, GO:0005515
CCFQ1_DN17567_c0_g1_i1.p1	GO:0016787, GO:0023052, GO:0005730, GO:0005634, GO:0005829, GO:0005886
CCFQ1_DN30946_c0_g1_i1.p2	GO:0005581, GO:0005576, GO:0046872, GO:0007155
CCFQ1_DN37467_c0_g1_i1.p1	GO:0005509, GO:0021987, GO:0005576, GO:0030154, GO:0007219, GO:0005737, GO:0005112, GO:0045747
CCFQ1_DN41_c0_g1_i2.p1	GO:1901642, GO:0016021, GO:0015844, GO:0005337, GO:0005886, GO:0008504, GO:0065008
CCFQ1_DN36831_c0_g1_i1.p1	GO:0000775, GO:0031511, GO:0005694, GO:0005634, GO:0000776, GO:0005829, GO:0005874, GO:0051382, GO:0007049, GO:0000070, GO:0051301, GO:0005515
CCFQ1_DN27132_c0_g1_i1.p1	GO:0006949, GO:0005615, GO:0005576, GO:0005886, GO:0005515
CCFQ1_DN1097_c0_g1_i1.p1	GO:0007635, GO:0016486, GO:0005802, GO:0046872, GO:0005634, GO:0045887, GO:0016020, GO:0040002, GO:0030173, GO:1902075, GO:0004252
CCFQ1_DN26299_c0_g1_i1.p1	GO:0016021, GO:0016477, GO:0016020, GO:0002119, GO:0009986, GO:0030054, GO:0048730, GO:0005737, GO:0005515, GO:0009792, GO:0007411
CCFQ1_DN1794_c0_g1_i2.p1	GO:0004712, GO:0004674, GO:0106310, GO:0005634, GO:0005694, GO:0006281, GO:0000077, GO:0000781, GO:0016572, GO:0080090, GO:0000723, GO:1904262, GO:0051171, GO:0031267, GO:0005524, GO:0006886, GO:0006325
CCFQ1_DN35417_c0_g1_i1.p1	GO:0005739, GO:0000266, GO:0009060, GO:0019901
CCFQ1_DN1594_c0_g1_i2.p1	GO:0005634, GO:0034399, GO:0000781, GO:0005198, GO:0034398, GO:0031509
CCFQ1_DN9949_c0_g1_i1.p1	GO:0016021, GO:0016020, GO:0005245, GO:0005891, GO:0070588
CCFQ1_DN6597_c0_g1_i1.p1	GO:0007165, GO:0060252, GO:0035633, GO:0031225, GO:0048018, GO:0005615, GO:0005886, GO:0045742, GO:0007157, GO:1903977
CCFQ1_DN21920_c0_g1_i1.p1	GO:0031295, GO:0004712, GO:0000287, GO:0106310, GO:0005829, GO:0007049, GO:0004709, GO:0005524, GO:0006468, GO:0000165, GO:0005737, GO:0005515
CCFQ1_DN32275_c0_g1_i1.p1	GO:0070935, GO:0005634, GO:0003730, GO:0007283, GO:0032991, GO:0030154, GO:0005737, GO:0005515, GO:0008494, GO:0045948
CCFQ1_DN24139_c0_g1_i1.p1	GO:0021654, GO:0021571, GO:0000978, GO:0021572, GO:0005634, GO:0009880, GO:0039021, GO:0000981, GO:0006357, GO:0021742, GO:0009952, GO:0001946
CCFQ1_DN16135_c0_g1_i2.p1	GO:0005739, GO:0009436, GO:0008700
CCFQ1_DN16871_c0_g1_i1.p1	GO:0005634, GO:0006281, GO:0003723, GO:0070876
CCFQ1_DN5383_c0_g2_i3.p1	GO:0048843, GO:0016021, GO:0030335, GO:0050919, GO:0016020, GO:0030215, GO:0005615, GO:0030154, GO:0090597, GO:0007399, GO:0007411, GO:0071526, GO:0045499
CCFQ1_DN1012_c0_g1_i8.p1	GO:0000502, GO:0005654, GO:0005829, GO:0022624, GO:0008540, GO:0005515, GO:0070682
CCFQ1_DN16986_c0_g1_i1.p1	GO:0051302, GO:0005654, GO:0051726, GO:0005634, GO:0016251, GO:0017054, GO:0044154, GO:0051123, GO:0006338, GO:0046982, GO:0090043, GO:0001046, GO:0140672, GO:0031063, GO:0090575, GO:0000122, GO:0045944, GO:0045995, GO:0017025
CCFQ1_DN43335_c0_g1_i1.p1	GO:0001669, GO:0030437, GO:0051321, GO:0005737, GO:0005515
CCFQ1_DN42375_c0_g1_i1.p1	GO:0005515, GO:0016020, GO:0016021, GO:0051321
CCFQ1_DN6939_c0_g1_i1.p1	GO:0005694, GO:0070187, GO:0005634, GO:0005829, GO:0003677, GO:0032211, GO:0016233, GO:0140445, GO:0005737
CCFQ1_DN3158_c0_g1_i4.p1	GO:0005200, GO:0005856, GO:0005634, GO:0007283, GO:0007010, GO:0030154, GO:0033150, GO:0005737
CCFQ1_DN10316_c0_g1_i1.p1	GO:0070935, GO:0005634, GO:0003730, GO:0007283, GO:0032991, GO:0030154, GO:0005737, GO:0005515, GO:0008494, GO:0045948
CCFQ1_DN10432_c0_g1_i2.p1	GO:0030206, GO:0000003, GO:0002009, GO:0016021, GO:0046872, GO:0018991, GO:0022604, GO:0016020, GO:0006486, GO:0046525, GO:0040025, GO:0048680, GO:0009792, GO:0005794, GO:0005975, GO:0015012
CCFQ1_DN15234_c0_g1_i1.p1	GO:1902455, GO:0051059, GO:0005654, GO:0005634, GO:1902459, GO:0016580, GO:0032088, GO:0030512, GO:0042826, GO:0006915, GO:2000210, GO:0016575, GO:0030336, GO:0090312, GO:0005737, GO:0000122
CCFQ1_DN32696_c0_g1_i1.p1	GO:0007094, GO:0051301, GO:0007049, GO:0034501, GO:0032039, GO:0046966, GO:0003713
CCFQ1_DN4380_c0_g1_i2.p1	GO:0003081, GO:0032835, GO:0031410, GO:0005886, GO:0070006, GO:0016021, GO:0016324, GO:0031526, GO:0016477, GO:0008283, GO:0045177, GO:0005903, GO:0007165, GO:0042277, GO:0016485, GO:0008270, GO:0009897, GO:0001525, GO:0043171, GO:0005737
CCFQ1_DN3074_c0_g1_i1.p1	GO:0005634, GO:0019901, GO:0043086, GO:0030291
CCFQ1_DN8249_c0_g2_i1.p1	GO:0042802, GO:0006979, GO:1903053, GO:1901346, GO:0005615, GO:0005576, GO:0005102, GO:0062023
CCFQ1_DN1924_c0_g1_i4.p1	GO:0003676, GO:0005730, GO:0000027, GO:0005634, GO:0006364, GO:0090305, GO:0008408
CCFQ1_DN9375_c0_g1_i2.p1	GO:0051123, GO:0005634, GO:0005669, GO:0006367, GO:0045893, GO:0046982, GO:0003713
CCFQ1_DN28453_c0_g1_i1.p2	GO:0039593, GO:0019051, GO:0070513, GO:0042025
CCFQ1_DN2348_c0_g1_i2.p1	GO:0005634, GO:0007049, GO:0051301, GO:0003677, GO:0005515
CCFQ1_DN36909_c0_g1_i1.p1	GO:0005654, GO:0006511, GO:0016567, GO:0031463, GO:0005515
CCFQ1_DN8484_c0_g1_i2.p1	GO:0045087, GO:0016021, GO:0002115, GO:0030728, GO:0016020, GO:0005829, GO:0015279, GO:0019953, GO:0048471, GO:0070588, GO:0005737
CCFQ1_DN17689_c0_g1_i1.p2	GO:0000978, GO:0005634, GO:0007380, GO:0000981, GO:0030154, GO:0006357, GO:0009653
CCFQ1_DN955_c3_g1_i1.p1	GO:0006508, GO:0008270, GO:0005615, GO:0005576, GO:0004181
CCFQ1_DN12467_c1_g1_i1.p1	GO:0097731, GO:0005829, GO:0007283, GO:0009566, GO:0120160, GO:0007340
CCFQ1_DN4439_c0_g1_i1.p1	GO:0046872, GO:0005654, GO:0005634, GO:0005829, GO:0003714, GO:0045893, GO:0003677, GO:0005515, GO:0045892, GO:0003713
CCFQ1_DN6151_c0_g2_i2.p1	GO:0046872, GO:0070761, GO:0000463, GO:0048254, GO:0005634, GO:0016074, GO:0005737, GO:0000492
CCFQ1_DN24893_c0_g1_i1.p1	GO:0004814, GO:0005760, GO:0000049, GO:0005739, GO:0106217, GO:0005524, GO:0005737, GO:0006420, GO:0005759
CCFQ1_DN638_c0_g1_i2.p1	GO:0003735, GO:0002181, GO:0022625, GO:0022626
CCFQ1_DN22341_c0_g1_i1.p1	GO:0005777, GO:0016021, GO:0015995, GO:0005739, GO:0005741, GO:0005778, GO:0016887, GO:0045211, GO:0045202, GO:0005886, GO:0015979, GO:0005524
CCFQ1_DN31926_c0_g1_i1.p1	GO:0034141, GO:0005545, GO:0046872, GO:0005730, GO:0005634, GO:0005829, GO:0030054, GO:0034145, GO:0005769, GO:0005794
CCFQ1_DN42020_c0_g1_i1.p1	GO:0062129, GO:0005576, GO:0008010, GO:0008363
CCFQ1_DN10047_c0_g1_i1.p1	GO:0006809, GO:0046872, GO:1900015, GO:0032755, GO:0005829, GO:0004517, GO:0005516, GO:0005737, GO:0032310, GO:0018119, GO:0032757
CCFQ1_DN15261_c0_g1_i2.p1	GO:0005634, GO:0003677, GO:0046872, GO:0006357
CCFQ1_DN4353_c2_g1_i2.p1	GO:0005615, GO:0005576, GO:0004252, GO:0006508
CCFQ1_DN17256_c0_g1_i1.p1	GO:0030435, GO:0005737, GO:0005515, GO:0051321
CCFQ1_DN23808_c0_g1_i1.p1	GO:0046872, GO:0006383, GO:0042273, GO:0005634, GO:0042254
CCFQ1_DN2132_c0_g1_i7.p1	GO:0016021, GO:0016020, GO:0048570, GO:0010951, GO:0001756, GO:0005576, GO:0004867, GO:0001568
CCFQ1_DN36907_c0_g1_i1.p1	GO:0061512, GO:0031514, GO:0044782, GO:0003723, GO:0001932, GO:0048240, GO:0030317
CCFQ1_DN36949_c0_g1_i1.p1	GO:0005739, GO:0001666, GO:0006915, GO:0071889, GO:0009953, GO:0005737, GO:0032007
CCFQ1_DN862_c0_g4_i2.p1	GO:0030246, GO:0006013, GO:0005802, GO:0016021, GO:0006487, GO:0004572, GO:0046872, GO:0042538, GO:0000137, GO:0006491, GO:0000139, GO:0005515, GO:0005794, GO:0005768, GO:0006517
CCFQ1_DN21912_c0_g1_i1.p1	GO:0016324, GO:0046872, GO:0004438, GO:0006897, GO:1904144, GO:0005829, GO:0019902, GO:0046856, GO:0007416, GO:0030111, GO:0005886, GO:0005737, GO:0002119, GO:0030334
CCFQ1_DN15318_c0_g1_i1.p1	GO:0046872, GO:0020037, GO:0005634, GO:0005829, GO:0042168, GO:0003958
CCFQ1_DN11310_c0_g1_i3.p1	GO:0050790, GO:0007165, GO:0016230, GO:0043065, GO:0005829, GO:0005737, GO:0005515, GO:0006672
CCFQ1_DN3688_c0_g1_i2.p1	GO:0010008, GO:0015410, GO:0005802, GO:0016021, GO:0005388, GO:0046872, GO:0012505, GO:0005768, GO:0016887, GO:0000139, GO:0005524, GO:0070588, GO:0055071, GO:0005794, GO:0071421, GO:0048364, GO:0006874
CCFQ1_DN13230_c0_g1_i1.p1	GO:0031146, GO:0005515, GO:0019005
CCFQ1_DN33298_c0_g1_i1.p1	GO:0043130, GO:0005829, GO:0000813, GO:0043162, GO:0005886, GO:0015031, GO:0005737, GO:0005768
CCFQ1_DN6343_c0_g1_i1.p1	GO:0016021, GO:0008053, GO:0051646, GO:0005739, GO:0005741, GO:0031306, GO:0003924, GO:0005525
CCFQ1_DN7947_c0_g1_i1.p1	GO:0005783, GO:1904028, GO:0005788, GO:0050211
CCFQ1_DN691_c0_g1_i3.p1	GO:0005654, GO:0051015, GO:0005634, GO:0034237, GO:0048149, GO:0005112
CCFQ1_DN7406_c0_g1_i1.p1	GO:0031032, GO:0005856, GO:0008092, GO:0001917, GO:0005886, GO:0005912, GO:0005737
CCFQ1_DN24761_c0_g1_i1.p1	GO:0005634, GO:0005829, GO:0005516, GO:0051028, GO:0005737, GO:0006370
CCFQ1_DN17627_c0_g1_i1.p1	GO:1990269, GO:0016593, GO:0005634, GO:0032968, GO:0005737, GO:0006368, GO:0016571
CCFQ1_DN30446_c0_g1_i1.p1	GO:0005515, GO:0016020, GO:0016021, GO:0006357
CCFQ1_DN22387_c0_g1_i2.p1	GO:0061709, GO:0000422, GO:0005789, GO:0034045, GO:0044232, GO:0120013, GO:0000045, GO:0005783, GO:2000786, GO:0000407, GO:0120009, GO:0044805, GO:0032266, GO:0005811, GO:0034727, GO:0019898
CCFQ1_DN33854_c0_g1_i1.p1	GO:0002009, GO:0000003, GO:0005634, GO:0018991, GO:0042802, GO:0005829, GO:0006024, GO:0051287, GO:0040025, GO:0006065, GO:0005737, GO:0009792, GO:0003979
CCFQ1_DN37982_c0_g1_i1.p1	GO:0016607, GO:0004713, GO:0106310, GO:0005634, GO:0006397, GO:0008545, GO:0019901, GO:0005078, GO:0005524, GO:0004674
CCFQ1_DN384_c0_g1_i1.p1	GO:0005515, GO:0075001, GO:0009279, GO:0007155
CCFQ1_DN1550_c0_g1_i3.p1	GO:0016318, GO:0022008, GO:0045572, GO:0045198, GO:2001234, GO:0007298, GO:0008406, GO:0009925, GO:0008340, GO:0001751, GO:0007422, GO:0035310, GO:0007455, GO:0007431, GO:0005887, GO:0007443, GO:0005886, GO:0051781, GO:0070374, GO:0048749, GO:0007482, GO:0030381, GO:0090303, GO:0007477, GO:0018108, GO:0035225, GO:0016324, GO:0046843, GO:0043703, GO:0007390, GO:0061331, GO:0033674, GO:0007173, GO:0007395, GO:0048865, GO:0005006, GO:0016330, GO:2000134, GO:0042675, GO:1903688, GO:0008586, GO:0005515, GO:0008355, GO:0007476, GO:0004712, GO:0007474, GO:0046673, GO:0035230, GO:0007309, GO:0007479, GO:0010628, GO:0035309, GO:0030718, GO:0007367, GO:0005524, GO:0010629, GO:0035149, GO:0007444, GO:0043235, GO:0001742, GO:0008284, GO:0035277, GO:0007426, GO:0035160, GO:0009880, GO:0003015, GO:0048149, GO:0035159, GO:0016333, GO:0007472, GO:0008071, GO:0009792, GO:0048546, GO:0030031, GO:0007391
CCFQ1_DN22486_c0_g1_i1.p1	GO:0044818, GO:0005634, GO:0010212, GO:0070876, GO:0000724, GO:0003697
CCFQ1_DN13636_c0_g1_i8.p1	GO:0046872, GO:0061615, GO:0009749, GO:0006002, GO:0005524, GO:0005737, GO:0030388, GO:0003872
CCFQ1_DN27464_c0_g1_i1.p1	GO:0030897, GO:0003779, GO:0005764, GO:0005768, GO:0031902, GO:0005765, GO:0042144, GO:0005737, GO:0016197, GO:0006886
CCFQ1_DN28988_c0_g1_i1.p1	GO:0020037, GO:0005737, GO:0007623
CCFQ1_DN8859_c0_g1_i1.p1	GO:0042025, GO:0046872, GO:0030683, GO:0030430, GO:0039563, GO:0039554, GO:0019050
CCFQ1_DN7726_c0_g1_i3.p1	GO:0001669, GO:0043160, GO:0007338, GO:0005576, GO:0005515, GO:0007162
