PAVE1_DN73601_c0_g1_i1.p1	GO:0005634, GO:0051059, GO:0051092
PAVE1_DN35_c2_g1_i1.p1	GO:0005654, GO:0005634, GO:0042073, GO:0007224, GO:0005930, GO:0051301, GO:0007264, GO:0032391, GO:0005819, GO:0005856, GO:0030496, GO:1903441, GO:0008017, GO:0005737, GO:0005525, GO:0005813, GO:0015031, GO:0000287, GO:0000281, GO:0032794, GO:0060271, GO:0007049, GO:0005881, GO:0006893, GO:0005876, GO:0005929, GO:0019003, GO:0003924, GO:0001822, GO:0005794, GO:0036064, GO:0000139, GO:0042461
PAVE1_DN67310_c0_g1_i1.p1	GO:0016021, GO:0030148, GO:0006486, GO:0005794, GO:0007420, GO:0000139, GO:0008457, GO:0047256, GO:0007417
PAVE1_DN67190_c0_g1_i2.p1	GO:0016607, GO:0006397, GO:0000347, GO:0006915, GO:0005634, GO:0000346, GO:0008380, GO:0006406, GO:0003723
PAVE1_DN11632_c0_g1_i1.p1	GO:0005634, GO:0003677, GO:0007417
PAVE1_DN57298_c0_g1_i1.p1	GO:0000122, GO:0046872, GO:0005654, GO:0005634, GO:0001227, GO:0000978
PAVE1_DN14198_c0_g1_i1.p1	GO:0042592, GO:0005576, GO:0005886, GO:0007411, GO:0005102, GO:0007155
PAVE1_DN37432_c0_g1_i1.p2	GO:0031510, GO:0019948, GO:0016567, GO:0005634, GO:0016925, GO:0005737, GO:0008022
PAVE1_DN5715_c0_g3_i1.p1	GO:0009058, GO:0050346, GO:0005737
PAVE1_DN19399_c0_g2_i2.p1	GO:0070936, GO:0030433, GO:0005811, GO:0061631, GO:0042802, GO:1904153, GO:0005829, GO:0044257, GO:0005524, GO:0035458, GO:0005783
PAVE1_DN39084_c0_g1_i1.p1	GO:0005634, GO:0042393, GO:0003682, GO:0045892
PAVE1_DN2694_c0_g1_i1.p1	GO:0005634, GO:0007420, GO:0050699
PAVE1_DN78257_c0_g1_i1.p1	GO:0045226, GO:0016020, GO:0030213, GO:0050501, GO:0085029, GO:0005887
PAVE1_DN3674_c0_g2_i3.p1	GO:0097546, GO:0005515, GO:0010457, GO:0005929, GO:0033365
PAVE1_DN69300_c0_g1_i1.p1	GO:0005856, GO:0046872, GO:0045211, GO:0043495, GO:0005737, GO:0007268, GO:0005886, GO:0033130, GO:0045202
PAVE1_DN3364_c0_g1_i2.p1	GO:0006487, GO:0005634, GO:0004579, GO:0005829
PAVE1_DN79277_c0_g1_i1.p1	GO:0030282, GO:0005634, GO:0005179, GO:0005576, GO:0005737, GO:0002076, GO:0032330, GO:0051428, GO:0007189
PAVE1_DN77527_c0_g1_i1.p1	GO:0005319, GO:0016021, GO:0055085, GO:0016020, GO:0005524, GO:0140359, GO:0006869, GO:0043231
PAVE1_DN2116_c2_g1_i2.p1	GO:0016021, GO:0005515, GO:0016020, GO:0007165, GO:0042733
PAVE1_DN70029_c0_g1_i1.p1	GO:0006508, GO:0016020, GO:0004252, GO:0016021
PAVE1_DN5192_c0_g1_i1.p1	GO:0005852, GO:0033290, GO:0001732, GO:0005737, GO:0016282, GO:0006412, GO:0031369, GO:0002183, GO:0003743, GO:0003723
PAVE1_DN55457_c0_g1_i1.p1	GO:0004725, GO:0006470, GO:0030430
PAVE1_DN40076_c0_g1_i3.p1	GO:0016255, GO:0016021, GO:0042765, GO:0006506, GO:0005789, GO:0003923, GO:0005783
PAVE1_DN14886_c0_g1_i2.p1	GO:0071949, GO:0043546, GO:0009115, GO:0004854, GO:0006206, GO:0005506, GO:0051537, GO:0006568, GO:0008340, GO:0006650, GO:0004855, GO:0006525, GO:0048072, GO:0005777
PAVE1_DN40024_c0_g1_i1.p1	GO:0090630, GO:0098592, GO:0005737, GO:0031410, GO:0005886, GO:0030175, GO:0016324, GO:0005096
PAVE1_DN20328_c0_g1_i1.p1	GO:0043027, GO:0046872, GO:0031398, GO:0016567, GO:0043154, GO:0061630, GO:0006915, GO:0005634, GO:0005737, GO:0090263, GO:0051726, GO:0005876
PAVE1_DN76918_c0_g1_i1.p1	GO:0033644, GO:0016021, GO:0016020, GO:0004896, GO:0039502, GO:0060333, GO:0030683
PAVE1_DN20497_c0_g1_i1.p1	GO:0046872, GO:0016021, GO:0006487, GO:0005634, GO:0005794, GO:0000139, GO:0030144, GO:0005795, GO:0005516
PAVE1_DN66927_c0_g1_i1.p1	GO:0016021, GO:0007517, GO:0005515, GO:0014908, GO:0045662, GO:0014906, GO:0005886, GO:1901740
PAVE1_DN17679_c0_g1_i2.p1	GO:0007610, GO:0005615, GO:0046693, GO:0005576, GO:0038023, GO:0019953, GO:0005534
PAVE1_DN79145_c0_g1_i1.p1	GO:0070098, GO:0016493, GO:0005886, GO:0005887, GO:0007186, GO:1901214
PAVE1_DN6514_c0_g1_i2.p1	GO:1905845, GO:0006915, GO:0006508, GO:1905803, GO:0006919, GO:1904747, GO:0097199, GO:0005737, GO:0043073, GO:0043525, GO:0097190, GO:0097194, GO:0097200
PAVE1_DN21984_c0_g1_i1.p1	GO:0009826, GO:0008289, GO:0015629, GO:0048741, GO:0014839, GO:0097320, GO:0005737, GO:0006897, GO:0007049, GO:0008104, GO:0051301, GO:0010591, GO:0043403, GO:0000917, GO:0051666
PAVE1_DN3261_c0_g1_i1.p1	GO:0000932, GO:0006790, GO:0000340, GO:0005634, GO:0009408, GO:0047627, GO:0000288, GO:0005737, GO:0000290, GO:0050072, GO:0009150, GO:0004780
PAVE1_DN82793_c0_g1_i1.p1	GO:0016151, GO:0005737, GO:0006807
PAVE1_DN3106_c0_g1_i1.p1	GO:0003924, GO:0005743, GO:0097177, GO:0006412, GO:0005759, GO:0005525, GO:0045727, GO:0005739
PAVE1_DN47645_c0_g1_i1.p1	GO:0006468, GO:0019221, GO:0010628, GO:0043434, GO:0005634, GO:0007259, GO:0045944, GO:0006952, GO:0090575, GO:0061484, GO:0005737, GO:0005829, GO:0042802, GO:0042127, GO:0008283, GO:0000978, GO:0071310, GO:0001228
PAVE1_DN80795_c0_g1_i1.p1	GO:0015074, GO:0008270, GO:0035613, GO:0006278, GO:0006281, GO:0090502, GO:0003964, GO:0004523, GO:0003677, GO:0005739
PAVE1_DN46498_c0_g1_i1.p1	GO:0007040, GO:0045862, GO:0044265, GO:0005769, GO:0005730, GO:0001573, GO:0007601, GO:0005788, GO:0045121, GO:0008203, GO:0031987, GO:0035727, GO:0042803, GO:0016021, GO:0005789, GO:0007042, GO:0030203, GO:0120146, GO:0005783, GO:0030163
PAVE1_DN57815_c0_g1_i1.p1	GO:0047992, GO:0016310, GO:0005737
PAVE1_DN2269_c0_g1_i2.p1	GO:0039563, GO:0046872, GO:0030430, GO:0039564, GO:0039554, GO:0039502, GO:0030683, GO:0039501
PAVE1_DN33212_c0_g1_i1.p1	GO:0004867, GO:0050832, GO:0031640, GO:0005576
PAVE1_DN58240_c0_g1_i1.p1	GO:0030246, GO:0031145, GO:0005634, GO:0019808, GO:0007049, GO:1905785, GO:0030071, GO:0051301
PAVE1_DN6405_c0_g1_i2.p1	GO:0005856, GO:0005515, GO:0060756, GO:0097730, GO:0005737, GO:0060271, GO:0005814
PAVE1_DN48121_c0_g1_i1.p1	GO:0005886, GO:0007605, GO:0016021, GO:0005515
PAVE1_DN460_c0_g1_i14.p1	GO:0046872, GO:0018149, GO:0005794, GO:0005737, GO:0062023, GO:0070062, GO:0003810
PAVE1_DN13790_c0_g1_i2.p1	GO:0005829, GO:0007283, GO:0030552, GO:0005737
PAVE1_DN10716_c0_g1_i4.p1	GO:0005654, GO:0005634, GO:0072659, GO:0097178, GO:0052810, GO:0016308, GO:0060326, GO:0046854, GO:0016310, GO:0006909, GO:0031532, GO:0005847, GO:0030027, GO:0005737, GO:0010761, GO:0001726, GO:0090630, GO:0007165, GO:0000285, GO:0005886, GO:0052812, GO:0005524, GO:0048041, GO:0032587, GO:0030216, GO:0016607, GO:0014066, GO:0005829, GO:0005925, GO:0019900
PAVE1_DN59931_c0_g1_i1.p1	GO:0051286, GO:0061245, GO:0110085, GO:0005634, GO:0106006, GO:0007049, GO:1990274, GO:0120105, GO:0051301, GO:0032153, GO:0005543, GO:0051285, GO:0051666, GO:1902406
PAVE1_DN69045_c0_g1_i1.p1	GO:0003682, GO:0005634, GO:0080182, GO:0048510, GO:0048188, GO:0048586, GO:0009908, GO:0080008
PAVE1_DN8678_c0_g1_i1.p1	GO:0036218, GO:0009117, GO:0005737, GO:0035529, GO:1990748
PAVE1_DN4164_c1_g1_i1.p1	GO:0005788, GO:0030433, GO:0050660, GO:0004497, GO:0005783
PAVE1_DN36045_c0_g1_i1.p1	GO:0090382, GO:0016197, GO:0033263, GO:0005765, GO:0035542, GO:0090385, GO:0007034, GO:0006909, GO:0005769, GO:0005737, GO:0005515, GO:0031902, GO:0030897, GO:0005764, GO:0006886, GO:0045087, GO:0071224, GO:0005776, GO:0030136
PAVE1_DN28973_c0_g1_i1.p1	GO:0005515, GO:0000785, GO:0007131, GO:0005694
PAVE1_DN79579_c0_g1_i1.p1	GO:0005856, GO:0005515, GO:0060756, GO:0097730, GO:0005737, GO:0060271, GO:0005814
PAVE1_DN80209_c0_g1_i1.p1	GO:0010042, GO:0005794, GO:0042803, GO:0005576, GO:0071548, GO:0005783, GO:0070528
PAVE1_DN28959_c0_g1_i1.p1	GO:0006334, GO:0006979, GO:0042981, GO:0006915, GO:0005634, GO:0042393, GO:0005737, GO:0005829, GO:0008340, GO:0045892, GO:0005694, GO:0003714, GO:0045893, GO:0016605
PAVE1_DN51773_c0_g1_i1.p1	GO:0030674, GO:0005515, GO:0000347, GO:0031990, GO:0000346
PAVE1_DN42058_c0_g1_i1.p1	GO:0006915, GO:0019901, GO:2001238, GO:0030430
PAVE1_DN35123_c0_g1_i1.p1	GO:0000122, GO:0046872, GO:0005654, GO:0001822, GO:0005634, GO:0003279, GO:0005829, GO:0005730, GO:0001227, GO:0016235, GO:0060976, GO:0000978, GO:0003170
PAVE1_DN50038_c0_g1_i1.p1	GO:0005509, GO:0007160, GO:0005576
PAVE1_DN32994_c0_g1_i1.p1	GO:0005615, GO:0010951, GO:0007338, GO:0004869, GO:0008191, GO:0005576, GO:0007339
PAVE1_DN17078_c0_g1_i2.p1	GO:0008270, GO:0016021, GO:0042592, GO:0016020, GO:0004222, GO:0007411, GO:0007155
PAVE1_DN316_c0_g1_i1.p1	GO:0046718, GO:0005125, GO:0005794, GO:0005139, GO:0005737, GO:0098670, GO:0005783
PAVE1_DN30055_c0_g1_i1.p1	GO:0031718, GO:0005737, GO:2000272, GO:0005886, GO:0008022
PAVE1_DN36868_c0_g1_i2.p1	GO:0006420, GO:0005737, GO:0006412, GO:0005759, GO:0004814, GO:0005524, GO:0005739
PAVE1_DN848_c0_g1_i1.p1	GO:0036064, GO:0005515, GO:0030317
PAVE1_DN53809_c0_g1_i1.p1	GO:0008139, GO:0034399, GO:0031965, GO:0005634, GO:0005643, GO:0005635, GO:0005737, GO:0061608, GO:0006606, GO:0005829, GO:0005525
PAVE1_DN122_c0_g1_i7.p1	GO:0017134, GO:0016021, GO:0007283, GO:0048477, GO:0030154, GO:0005007, GO:0005886, GO:0005524, GO:0004712
PAVE1_DN16440_c0_g1_i1.p1	GO:0046872, GO:0005634, GO:1990001, GO:0010804, GO:0090263, GO:1902530, GO:0016567, GO:0005737, GO:0060785, GO:0006974, GO:0051402, GO:0043524, GO:0032991, GO:0005876, GO:0016055, GO:0048471, GO:0005829, GO:0051726, GO:0046330
PAVE1_DN46184_c0_g1_i1.p1	GO:0043161, GO:0000209, GO:0061630, GO:0005576
PAVE1_DN2633_c0_g1_i4.p1	GO:0031594, GO:0005515, GO:0042383, GO:0001917, GO:0001750, GO:0032420, GO:0005509, GO:0005737, GO:0055074, GO:0005829, GO:0032437, GO:0005927, GO:0071318, GO:0045494, GO:0000287, GO:0007204
PAVE1_DN77879_c0_g1_i1.p1	GO:0008643, GO:0016021, GO:0005789, GO:0005459, GO:0015786, GO:0072334, GO:0005783
PAVE1_DN17953_c0_g1_i1.p1	GO:0046872, GO:0035556, GO:0043408, GO:0006468, GO:0004674, GO:0106310, GO:0005634, GO:0005737, GO:0012501, GO:0005524, GO:0004712
PAVE1_DN60327_c0_g1_i1.p1	GO:0016021, GO:0005515, GO:0005789, GO:0005737, GO:0110134, GO:0005783
PAVE1_DN8590_c0_g2_i1.p1	GO:0016021, GO:0005515, GO:0035082, GO:0005737, GO:0005886, GO:0061966, GO:0003341
PAVE1_DN68129_c0_g1_i1.p1	GO:0008270, GO:0005634, GO:0071392, GO:0010863, GO:0030518, GO:0045429, GO:0003700, GO:0005496, GO:0005737, GO:0045893, GO:0007204, GO:0043124, GO:0051000, GO:0051091, GO:0005886, GO:0005794, GO:0043565, GO:0030284, GO:0007200
PAVE1_DN12327_c0_g1_i1.p1	GO:0046872, GO:0046579, GO:0030381, GO:0038083, GO:0046957, GO:0005887, GO:0040015, GO:0004712, GO:0007280, GO:0007552, GO:0007362, GO:0005515, GO:0043235, GO:0004714, GO:0035331, GO:0005524, GO:0071944, GO:0043410, GO:0007369, GO:0007278, GO:0033674, GO:0016020, GO:0008293
PAVE1_DN3308_c0_g1_i2.p1	GO:0005634, GO:0051082, GO:0005737, GO:0042273, GO:0006606, GO:0005829
PAVE1_DN756_c1_g3_i1.p1	GO:0046872, GO:0031571, GO:2000001, GO:0061630, GO:0016567, GO:0005654, GO:0005634, GO:0036297, GO:0035861, GO:0002039, GO:0005737, GO:0010212, GO:0097371, GO:0031297, GO:0016605, GO:0000724
PAVE1_DN3419_c0_g1_i1.p1	GO:0005515, GO:0005634, GO:0000321, GO:0071027, GO:0000462
PAVE1_DN48576_c0_g1_i1.p1	GO:0016578, GO:0008270, GO:0045893, GO:0005515, GO:0005634, GO:0004843, GO:0006325, GO:0021782, GO:0000124, GO:0071819, GO:0006511, GO:0008347, GO:0007412
PAVE1_DN5393_c0_g1_i2.p1	GO:0007030, GO:0016021, GO:0000301, GO:0005794, GO:0042803, GO:0000139, GO:0031985
PAVE1_DN56710_c0_g1_i1.p1	GO:0008270, GO:0016019, GO:0009253, GO:0008745, GO:0005887, GO:0019731, GO:0050829, GO:0031410, GO:0042834, GO:0005515, GO:0016327, GO:0048167, GO:0005886, GO:0035007, GO:0061057, GO:0006964, GO:0045087, GO:0051607, GO:0098793
PAVE1_DN21439_c0_g1_i1.p1	GO:0090205, GO:0005515, GO:0120009, GO:0120020, GO:0015485, GO:0070859, GO:0031410, GO:0005737, GO:0005829, GO:0010879, GO:0070508, GO:0005783, GO:0032367
PAVE1_DN86946_c0_g1_i1.p1	GO:0106310, GO:2001020, GO:0005634, GO:0006281, GO:0005956, GO:0005737, GO:0005730, GO:0010332, GO:0042752, GO:0004712, GO:0018105, GO:0004674, GO:0005524, GO:0007623, GO:0005829, GO:0006325, GO:0051726, GO:0010225, GO:0018107
PAVE1_DN26420_c0_g1_i1.p1	GO:0046872, GO:0016021, GO:0016020, GO:0005388, GO:0016887, GO:0005524, GO:0070588, GO:0006874
PAVE1_DN69238_c0_g1_i1.p1	GO:0046872, GO:0005515, GO:0061630, GO:0016567, GO:0005737
PAVE1_DN49863_c0_g1_i1.p1	GO:0048870, GO:0030587, GO:0000281, GO:0017124, GO:0031209, GO:0046847, GO:0031252, GO:0032433, GO:0008064, GO:0043326, GO:0007049, GO:0045184, GO:0005911, GO:0051301, GO:0031269, GO:0031143
PAVE1_DN2876_c1_g1_i1.p1	GO:0003729, GO:0016607, GO:0005654, GO:0005634, GO:0006406
PAVE1_DN54314_c0_g1_i1.p1	GO:0016236, GO:0005773, GO:0071562, GO:0005794, GO:0000329, GO:0043495, GO:0042144, GO:0000139
PAVE1_DN31425_c0_g1_i1.p1	GO:0006096, GO:0004634, GO:0000287, GO:0000015
PAVE1_DN1054_c5_g3_i1.p1	GO:0008270, GO:0003007, GO:0002027, GO:0005615, GO:0006508, GO:0007507, GO:0045938, GO:0004222, GO:0005576, GO:0008241, GO:0005886, GO:0004180
PAVE1_DN5331_c8_g1_i1.p1	GO:0008643, GO:0030659, GO:0016021, GO:1990570, GO:0005794, GO:0005789, GO:0031410, GO:0005458, GO:0000139, GO:0005783
PAVE1_DN2326_c0_g1_i1.p1	GO:0106310, GO:0004674, GO:0016021, GO:0004521, GO:0051082, GO:0016328, GO:0005886, GO:0005524, GO:0016324, GO:0004712, GO:0007155
PAVE1_DN2129_c0_g1_i2.p1	GO:0006487, GO:0004579, GO:0005576
PAVE1_DN19473_c0_g1_i1.p1	GO:0005112, GO:0016021, GO:0005509, GO:0030424, GO:0030425, GO:0005886, GO:0043025, GO:0030335, GO:0043204
PAVE1_DN76415_c0_g1_i1.p1	GO:0004861, GO:0045736, GO:0006623, GO:0005737
PAVE1_DN75034_c0_g1_i1.p1	GO:0003723, GO:0005515, GO:0016607, GO:0005634, GO:0045292, GO:0071004, GO:0005685
PAVE1_DN30590_c0_g1_i1.p1	GO:0005198, GO:0019073, GO:0019076, GO:0042025
PAVE1_DN712_c0_g1_i3.p1	GO:0039023, GO:0030154, GO:0045944, GO:0070121, GO:0007169, GO:0016491, GO:0043066, GO:0030902, GO:0030862, GO:0035845, GO:0001947, GO:0010842, GO:0071599, GO:0050795, GO:0016192, GO:0039008, GO:0007417, GO:0070986, GO:0044458, GO:0002092, GO:0065001, GO:0016021, GO:0016020, GO:0034613, GO:0035844, GO:0001738
PAVE1_DN27443_c0_g1_i1.p1	GO:0030833, GO:0016020, GO:0031267
PAVE1_DN50562_c0_g1_i1.p1	GO:0005515, GO:0030430, GO:0043254, GO:0070072, GO:0007035, GO:0044177, GO:0019033, GO:0015031
PAVE1_DN5303_c1_g2_i1.p1	GO:0016602, GO:0003713, GO:0005634, GO:0045944, GO:0003677, GO:0003723
PAVE1_DN38222_c0_g1_i1.p1	GO:0017134, GO:0033674, GO:0000306, GO:0005768, GO:0070772, GO:0010008, GO:0005783, GO:0006661
PAVE1_DN42724_c0_g1_i1.p1	GO:0007030, GO:0051225, GO:0005515, GO:0005794, GO:0005801, GO:0000137, GO:0032580
PAVE1_DN2310_c0_g1_i3.p1	GO:0071013, GO:0005686, GO:0003723, GO:0016607, GO:0005654, GO:0005634, GO:0071005, GO:1903241, GO:0045292, GO:0071004
PAVE1_DN49268_c0_g1_i2.p1	GO:0005515, GO:0005829, GO:0097255, GO:0050821, GO:1990062
PAVE1_DN46756_c0_g1_i1.p1	GO:0005615, GO:0098868, GO:0097009, GO:0005576, GO:0007399, GO:0050431
PAVE1_DN9048_c0_g1_i7.p1	GO:0043235, GO:0071880, GO:0005886, GO:0004930, GO:0005887
PAVE1_DN4511_c0_g1_i1.p1	GO:0046705, GO:0006225, GO:0016310, GO:0046940, GO:0006207, GO:0005634, GO:0033862, GO:0005737, GO:0036430, GO:0005524, GO:0036431
PAVE1_DN4288_c0_g1_i5.p1	GO:0002376, GO:0016671, GO:1900426, GO:0005576
PAVE1_DN16281_c0_g1_i1.p1	GO:0005634, GO:0042393, GO:0005737, GO:0005829, GO:0005730, GO:0003714, GO:0000462
PAVE1_DN6510_c0_g1_i1.p1	GO:0016021, GO:0005515, GO:0005654, GO:0016020, GO:0051028, GO:0015031
PAVE1_DN6628_c0_g1_i1.p1	GO:0005856, GO:0005515, GO:0030958, GO:0005721, GO:0099115, GO:0030466, GO:0005634, GO:0031508, GO:0031934, GO:0005816, GO:0005737, GO:0007049, GO:0034613, GO:0031048, GO:0031047, GO:0007059
PAVE1_DN79129_c0_g1_i1.p1	GO:0042626, GO:0000329, GO:0005524, GO:0055085
PAVE1_DN49967_c0_g1_i2.p1	GO:0016021, GO:0033036, GO:0039660, GO:0005794, GO:0045332, GO:0005886, GO:0005783
PAVE1_DN3359_c0_g1_i2.p1	GO:0016021, GO:0006643, GO:0046485, GO:0005789, GO:0050479, GO:0005506, GO:0008610, GO:0005783
PAVE1_DN9748_c0_g1_i5.p1	GO:0005515, GO:0007283, GO:0005739, GO:0007338
PAVE1_DN43747_c0_g1_i1.p1	GO:0046740, GO:0005515, GO:0005739
PAVE1_DN2579_c1_g1_i2.p1	GO:0005515, GO:0005634, GO:0050852, GO:0043383, GO:0043368, GO:0005737, GO:0002250
PAVE1_DN36346_c0_g1_i1.p1	GO:0016021, GO:0007173, GO:0000165, GO:0045840, GO:0050679, GO:0005515, GO:0043406, GO:0007171, GO:0016020, GO:0001525, GO:0045741
PAVE1_DN24157_c0_g1_i1.p1	GO:0004029, GO:0005737, GO:0006081, GO:0006629
PAVE1_DN58080_c0_g1_i1.p1	GO:0016021, GO:0042981, GO:0097746, GO:0006954, GO:0005886, GO:0004945, GO:0038166
PAVE1_DN25976_c0_g1_i1.p1	GO:0005515, GO:0030430, GO:0045040, GO:0030150, GO:0019033, GO:0044177, GO:0070096
PAVE1_DN67567_c0_g1_i1.p1	GO:0016021, GO:0004364, GO:0005635, GO:0005789, GO:0042802, GO:0006629, GO:0004602, GO:0098869, GO:0004464, GO:0005783, GO:0019370
PAVE1_DN3876_c0_g1_i2.p2	GO:0005615, GO:0005515, GO:0005201, GO:0045087, GO:0005509, GO:0009617, GO:0005576, GO:0034644, GO:0034605, GO:0008147
PAVE1_DN78155_c0_g1_i1.p1	GO:0034719, GO:0000387, GO:0034715, GO:0000243, GO:0005654, GO:0005682, GO:0071007, GO:0005634, GO:0005687, GO:0071208, GO:0005683, GO:0005697, GO:0000398, GO:0019899, GO:1990446, GO:0005737, GO:0005689, GO:0036261, GO:0005686, GO:0071209, GO:0070034, GO:0006479, GO:0034709, GO:0016604, GO:0005829, GO:0071005, GO:1903241, GO:0046540, GO:0005685
PAVE1_DN19795_c0_g1_i2.p1	GO:0006355, GO:0035861, GO:0005634, GO:0042802, GO:0003677, GO:0044732
PAVE1_DN87009_c0_g1_i1.p1	GO:0006811, GO:0016021, GO:0005743, GO:0055085, GO:0005524, GO:0140359, GO:0055072, GO:0005739
PAVE1_DN2130_c0_g2_i1.p1	GO:0000932, GO:0010606, GO:0005515, GO:0004672, GO:0006397, GO:0031251, GO:0008143, GO:0000289, GO:0000288, GO:0005737, GO:0005524
PAVE1_DN13398_c0_g1_i1.p1	GO:0019901, GO:0016021, GO:0005737, GO:0042127, GO:0090559, GO:0005886, GO:0005178, GO:0043066, GO:0030334
PAVE1_DN9351_c0_g1_i2.p1	GO:0000122, GO:0008270, GO:0005634, GO:0000977, GO:0005737, GO:0000981
PAVE1_DN4740_c1_g1_i1.p1	GO:0046872, GO:0006559, GO:1902000, GO:0004334, GO:0005576, GO:0005829, GO:0006572, GO:0008219
PAVE1_DN65812_c0_g1_i1.p1	GO:0061041, GO:0050728, GO:0010760, GO:0005737, GO:0060271, GO:0006954, GO:0070121, GO:0010764, GO:0005929, GO:1900016, GO:0035869, GO:0016491, GO:0015031
PAVE1_DN38635_c0_g1_i1.p1	GO:0007283, GO:0051015, GO:0030154, GO:0030036, GO:0007420, GO:0033150, GO:0032839, GO:0015629
PAVE1_DN63902_c0_g1_i1.p1	GO:0000347, GO:0031990, GO:0005085, GO:0005096, GO:0000346
PAVE1_DN51063_c0_g1_i1.p1	GO:0071013, GO:0000398, GO:0001701, GO:0016887, GO:0005524, GO:0003724, GO:0003723
PAVE1_DN17631_c0_g1_i3.p1	GO:0006814, GO:0005634, GO:0005515, GO:0005737
PAVE1_DN68699_c0_g1_i1.p1	GO:0039644, GO:0010313, GO:0030430, GO:0042025
PAVE1_DN105_c0_g1_i3.p1	GO:0046872, GO:0070006, GO:0006508, GO:0005737, GO:0005829
PAVE1_DN8234_c0_g1_i3.p1	GO:0006414, GO:0006412, GO:0005739, GO:0003746
PAVE1_DN9036_c1_g3_i2.p1	GO:0006487, GO:0004579, GO:0005783
PAVE1_DN17836_c0_g1_i2.p1	GO:0008270, GO:0001894, GO:0005634, GO:0045862, GO:0031369, GO:0005863, GO:1903886, GO:0006511, GO:0003723, GO:0032897, GO:0061630, GO:0051155, GO:0043130, GO:0043621, GO:0005737, GO:0010508, GO:0007014, GO:0030335, GO:0045893, GO:1903265, GO:0051092, GO:0061564, GO:0044790, GO:0048147, GO:0045732, GO:0003713, GO:0045444, GO:0042802, GO:0050769, GO:0017022, GO:0010994, GO:1902230, GO:0030957, GO:0046716, GO:1903883, GO:0070936, GO:0045666, GO:0043123, GO:0045087, GO:0034612, GO:0009411, GO:0005829, GO:0030307, GO:0045787
PAVE1_DN43026_c0_g1_i1.p1	GO:0016021, GO:0005515, GO:0016567, GO:0005654, GO:0005634, GO:0016020, GO:0005829, GO:0005730, GO:0080008
PAVE1_DN3026_c1_g3_i1.p1	GO:0035694, GO:0005741, GO:0035695, GO:0042802, GO:0005737, GO:0006974, GO:0005739
PAVE1_DN7824_c0_g1_i72.p1	GO:0032467, GO:0005874, GO:0005856, GO:0005515, GO:0005737, GO:0005813, GO:0034451, GO:0000922, GO:0005819
PAVE1_DN12862_c0_g1_i1.p1	GO:0051302, GO:0140672, GO:0005634, GO:0031063, GO:0035522, GO:0006325, GO:0051726, GO:0000124, GO:0035064, GO:0044154, GO:0006357, GO:0090043
PAVE1_DN23891_c0_g1_i1.p1	GO:0046872, GO:0003924, GO:0005834, GO:0031683, GO:0005525, GO:0007188, GO:0001664
PAVE1_DN4329_c0_g1_i4.p1	GO:0097237, GO:0000045, GO:0005515, GO:0005634, GO:0006501, GO:0000422, GO:0005829, GO:0008340, GO:0044804, GO:0001778, GO:0098792
PAVE1_DN3467_c0_g1_i5.p1	GO:0005856, GO:0005515, GO:0030286, GO:0035047, GO:0005634, GO:0016020, GO:0000242, GO:0005737, GO:0005869, GO:0007052, GO:0035046, GO:0005813, GO:0005876, GO:0000132, GO:0000776, GO:0007059
PAVE1_DN8569_c0_g1_i1.p1	GO:0043915, GO:0016310, GO:0005634, GO:0097056, GO:0005737, GO:0005829, GO:0006412, GO:0005524, GO:0000049
PAVE1_DN11350_c0_g1_i1.p1	GO:0031982, GO:0043408, GO:0002091, GO:0042058, GO:0042803
PAVE1_DN66618_c0_g1_i1.p1	GO:0005634, GO:0003677, GO:0007417
PAVE1_DN58366_c0_g1_i1.p1	GO:0046843, GO:0030345, GO:0008083, GO:0005576, GO:0042600
PAVE1_DN51846_c0_g1_i1.p1	GO:0003729, GO:0016607, GO:0005634, GO:0001178, GO:0031440, GO:0000381, GO:0000398
PAVE1_DN39789_c0_g1_i1.p1	GO:0007218, GO:0005886, GO:0016021, GO:0004983
PAVE1_DN53173_c0_g1_i1.p1	GO:0050728, GO:0071638, GO:0045444, GO:0042802, GO:1901223, GO:0035356, GO:0070165, GO:0032715, GO:0001819, GO:0005576, GO:0005581, GO:0045721
PAVE1_DN55325_c0_g1_i1.p1	GO:0045120, GO:0043539, GO:0005654, GO:0005938, GO:0043066, GO:0032148, GO:0071902, GO:0019901, GO:0033138, GO:0010629, GO:0008284, GO:0031334, GO:0042802, GO:0032991, GO:0071356, GO:0010918, GO:2000036, GO:0005829, GO:0019827, GO:0005783
PAVE1_DN68804_c0_g1_i1.p1	GO:0005319, GO:0006869, GO:0045735, GO:0005576
PAVE1_DN48746_c0_g1_i1.p1	GO:0005515, GO:0030430, GO:0016032, GO:0019033, GO:0044177
PAVE1_DN58983_c0_g1_i1.p1	GO:0005975, GO:0004565, GO:0048046, GO:0005773
PAVE1_DN66924_c0_g1_i1.p1	GO:0007186, GO:0043200, GO:0005886, GO:0004930, GO:0005887
PAVE1_DN20242_c0_g1_i1.p1	GO:0006955, GO:0005515, GO:0009617, GO:0005737
PAVE1_DN36121_c0_g1_i1.p1	GO:0016021, GO:0005773, GO:0055085, GO:0022857, GO:0000329
PAVE1_DN8632_c0_g1_i2.p1	GO:0008289, GO:0015909, GO:0005737, GO:0006631, GO:0098856
PAVE1_DN6493_c1_g1_i1.p1	GO:0035556, GO:0016567, GO:0097602, GO:0043621, GO:0042802, GO:0005737, GO:0051260
