NYGR1_DN1492_c0_g1_i2.p1	GO:0004364, GO:0006749, GO:0005737
NYGR1_DN2240_c0_g1_i2.p1	GO:0031666, GO:0072686, GO:0005654, GO:0002322, GO:0071222, GO:0045087, GO:0005730, GO:0005886, GO:0016021, GO:0005515, GO:0005615, GO:0031012, GO:0006954
NYGR1_DN3561_c0_g1_i3.p1	GO:0006357, GO:0030234, GO:0035267, GO:0003682, GO:0006281, GO:0000785, GO:0006338, GO:0016573, GO:0035064, GO:0005634
NYGR1_DN47221_c0_g1_i1.p1	GO:0031464, GO:0019005, GO:0031467, GO:0031463, GO:0004842, GO:0045116, GO:0006513, GO:0031465, GO:0008270, GO:0031146, GO:0005634, GO:0061663, GO:0005737
NYGR1_DN10806_c0_g1_i1.p1	GO:0016020, GO:0019031, GO:0046718, GO:0055036, GO:0020002, GO:0019064, GO:0005112, GO:0044177
NYGR1_DN39852_c0_g1_i1.p1	GO:0005856, GO:0005524, GO:0032154, GO:0051301, GO:0051721, GO:0106310, GO:0000086, GO:0006974, GO:0018105, GO:0000278, GO:0005634, GO:0005813, GO:0035556, GO:0002574, GO:0004674, GO:0032515, GO:0004712, GO:0005737
NYGR1_DN36654_c0_g1_i1.p1	GO:0016020, GO:0015695, GO:0040018, GO:0015101, GO:0016021, GO:0055085, GO:0030307
NYGR1_DN47268_c0_g1_i1.p1	GO:0030728, GO:0007619, GO:0046008, GO:0080030, GO:0046693, GO:0005576, GO:0007618, GO:0042811, GO:0046662, GO:1901575, GO:0019953, GO:0017171
NYGR1_DN4519_c0_g1_i1.p1	GO:0006357, GO:0046872, GO:0005515, GO:0000978, GO:0003700, GO:0005634
NYGR1_DN6422_c0_g1_i1.p1	GO:0006357, GO:0046872, GO:0003677, GO:0007049, GO:0005515, GO:0015630
NYGR1_DN18160_c0_g1_i1.p1	GO:0031464, GO:0031625, GO:0031463, GO:0040029, GO:0055105, GO:0042327, GO:0031397, GO:0032743, GO:0001843, GO:0042692, GO:0072359, GO:0005171, GO:0001570, GO:0032434, GO:0007166, GO:0031462, GO:0042130, GO:0005737
NYGR1_DN21118_c0_g1_i1.p1	GO:0008340, GO:0005524, GO:0043408, GO:0106310, GO:0006468, GO:0055001, GO:0035556, GO:0051262, GO:0004674, GO:0004712, GO:0005737
NYGR1_DN44326_c0_g1_i1.p1	GO:0071277, GO:0046872, GO:0005829, GO:0005886, GO:0005544
NYGR1_DN5291_c0_g2_i2.p1	GO:0090305, GO:0004519, GO:0003964, GO:0006278, GO:0005634
NYGR1_DN46448_c0_g1_i1.p1	GO:0042025, GO:0003677, GO:0006508, GO:0044423, GO:0004197
NYGR1_DN4027_c0_g1_i1.p1	GO:0000122, GO:0005730, GO:0000750, GO:0019899, GO:0005634
NYGR1_DN38071_c0_g1_i4.p1	GO:0030154, GO:0005044, GO:0005604, GO:0005576, GO:0007283, GO:0048477, GO:0004252
NYGR1_DN46108_c0_g1_i1.p1	GO:0006886, GO:0012507, GO:0006888, GO:0044719, GO:0005795, GO:0005789, GO:0048280, GO:0005737, GO:0010389, GO:0048211, GO:0032580, GO:0009653, GO:0019899, GO:0005783, GO:0045056, GO:0005794, GO:0000139
NYGR1_DN1472_c0_g1_i1.p1	GO:0043621, GO:0045892, GO:0043923, GO:0045944, GO:0005654, GO:0001228, GO:0046872, GO:0046718, GO:0000978, GO:0043922, GO:0005634, GO:0030307
NYGR1_DN52_c0_g1_i1.p1	GO:0005856, GO:0072686, GO:0051301, GO:0007080, GO:0007049, GO:0051082, GO:0006457, GO:0005874, GO:0007052, GO:0030496, GO:0005737
NYGR1_DN28678_c0_g1_i1.p1	GO:0006357, GO:0003713, GO:0016592, GO:0045893, GO:0005634
NYGR1_DN11815_c0_g1_i4.p1	GO:0005654, GO:0005739, GO:0120162, GO:0003857, GO:0016740, GO:0005759, GO:0006635, GO:0032868, GO:0070403, GO:0014823, GO:0042802, GO:0009410, GO:0046676, GO:0005737
NYGR1_DN28738_c0_g1_i1.p1	GO:1905103, GO:0034486, GO:0016020, GO:0022857
NYGR1_DN5862_c0_g1_i1.p1	GO:0004888, GO:0016021, GO:0007606, GO:0016020
NYGR1_DN2114_c0_g1_i1.p1	GO:0035269, GO:0120053, GO:0016021, GO:0005794, GO:0000139
NYGR1_DN1214_c0_g1_i4.p2	GO:0030154, GO:0003713, GO:0007507, GO:0045893, GO:0045787, GO:0030511, GO:0007530, GO:0060972, GO:0005634, GO:0007368
NYGR1_DN3964_c0_g1_i6.p1	GO:0030163, GO:0007252, GO:0071456, GO:0051091, GO:0005524, GO:0051607, GO:0008384, GO:0045088, GO:0045087, GO:0005737, GO:0018105, GO:0002230, GO:0005829, GO:1901224, GO:0042802, GO:0061057, GO:0006963, GO:0019731
NYGR1_DN2440_c0_g2_i1.p1	GO:0004222, GO:0005576, GO:0006508, GO:0008270
NYGR1_DN12090_c0_g1_i2.p1	GO:0005198, GO:0039657, GO:0006508, GO:0019028, GO:0003676, GO:0019013, GO:0008270, GO:0004190
NYGR1_DN45270_c0_g1_i1.p2	GO:0031663, GO:0032497, GO:0031226, GO:0035662, GO:0001875, GO:0071222, GO:0034142, GO:0005576, GO:0045087, GO:0046696, GO:0005615, GO:0006954, GO:0001530, GO:0032760
NYGR1_DN26563_c0_g1_i1.p2	GO:0030154, GO:0036126, GO:0097225, GO:0005739, GO:0030382, GO:0007283, GO:0003735, GO:0005741
NYGR1_DN929_c0_g1_i1.p2	GO:0051321, GO:0000794, GO:0007131, GO:0042138, GO:0005515
NYGR1_DN28539_c0_g1_i1.p1	GO:0005125, GO:0035723, GO:0005126, GO:0005576, GO:0050766, GO:0006955, GO:0005615, GO:0042119, GO:0048856, GO:0050731
NYGR1_DN3149_c0_g1_i6.p1	GO:0006915, GO:1904747, GO:1905803, GO:0006508, GO:1905845, GO:0006919, GO:0043525, GO:0097190, GO:0043073, GO:0097200, GO:0097199, GO:0097194, GO:0005737
NYGR1_DN15718_c0_g1_i1.p1	GO:0007165, GO:0005125, GO:0032736, GO:0042531, GO:0032733, GO:0001961, GO:0005139, GO:0005576, GO:0071654, GO:0032755, GO:0008284, GO:0050729, GO:0071657, GO:0043066, GO:1904894, GO:0033005, GO:0032754
NYGR1_DN27862_c0_g1_i2.p2	GO:0016829, GO:0045828, GO:0008299, GO:0005739
NYGR1_DN1230_c0_g1_i6.p1	GO:0016020, GO:0061077, GO:0016079, GO:0098693, GO:0043524, GO:0043008
NYGR1_DN1140_c0_g2_i1.p1	GO:0045214, GO:0061077, GO:0048471, GO:0010998, GO:0044183, GO:0030018, GO:0051082, GO:0042026, GO:0009408
NYGR1_DN21927_c0_g1_i1.p1	GO:0030056, GO:0016323, GO:0098978, GO:0031965, GO:0009925, GO:0005604, GO:0045793, GO:0098794, GO:0005886, GO:0005515, GO:0016607, GO:0045727, GO:0005634, GO:0005737
NYGR1_DN44795_c0_g1_i1.p1	GO:0070772, GO:0006644, GO:0005789, GO:0000139, GO:0071627, GO:0005774, GO:0005249, GO:0005783, GO:0005794, GO:0005773
NYGR1_DN20259_c0_g1_i1.p1	GO:0005198, GO:0006811, GO:0046930, GO:0015288, GO:0016021, GO:0009279, GO:0055085
NYGR1_DN11431_c0_g2_i1.p1	GO:0005125, GO:0016015, GO:0010862, GO:0005576, GO:0008083, GO:0001707, GO:0030509, GO:0009952, GO:0005615, GO:0060395, GO:0007368, GO:0042803
NYGR1_DN14640_c0_g1_i1.p1	GO:0051965, GO:0005154, GO:0005886, GO:0016021, GO:0005615, GO:0031012
NYGR1_DN21367_c0_g1_i2.p1	GO:0015031, GO:0070072, GO:0005737, GO:0005768, GO:0031901, GO:0048306, GO:0012505, GO:0043254, GO:0043291, GO:0007035
NYGR1_DN40330_c0_g1_i1.p1	GO:0016579, GO:0048471, GO:0046872, GO:0006511, GO:0048511, GO:0004843, GO:0005737
NYGR1_DN47362_c0_g1_i1.p1	GO:0005524, GO:0051726, GO:0106310, GO:0006468, GO:0004693, GO:0000083, GO:0005634, GO:0004712, GO:0005737
NYGR1_DN19116_c0_g1_i1.p1	GO:0051087, GO:0016020, GO:0005739, GO:0016021, GO:0006338, GO:0005783
NYGR1_DN44889_c0_g1_i1.p1	GO:0006508, GO:0005829, GO:0004190, GO:0031593, GO:0005737
NYGR1_DN5541_c0_g1_i1.p1	GO:0061507, GO:0016020, GO:0044167, GO:0044165, GO:0030683, GO:0016021, GO:0140704, GO:0035438
NYGR1_DN20745_c0_g1_i1.p1	GO:0106074, GO:0005524, GO:0004822, GO:0005739, GO:0005759, GO:0002161, GO:0006428, GO:0032543
NYGR1_DN26177_c0_g1_i1.p1	GO:0005682, GO:0030620, GO:0000244, GO:0005634, GO:0070122, GO:0030619, GO:0140492, GO:0017070, GO:0000398, GO:0071013, GO:0030623, GO:0097157
NYGR1_DN33329_c0_g1_i1.p1	GO:0014906, GO:0045662, GO:0005886, GO:0016021, GO:0005515, GO:0007517, GO:1901740, GO:0014908
NYGR1_DN32121_c0_g1_i1.p1	GO:0004725, GO:0005829, GO:0005886, GO:0006470, GO:0005634, GO:0005737
NYGR1_DN40342_c0_g1_i1.p1	GO:0000324, GO:0051604, GO:0005515
NYGR1_DN20107_c0_g1_i1.p1	GO:0031860, GO:0051321, GO:0030870, GO:0000706, GO:0005654, GO:0042138, GO:0035306, GO:0005737, GO:0007534, GO:0005634, GO:0005515, GO:0006281, GO:0000723, GO:0010791, GO:1905779, GO:0000737
NYGR1_DN12004_c0_g1_i1.p1	GO:0042025, GO:0090305, GO:0004519, GO:0003964, GO:0046872, GO:0030430, GO:0006278
NYGR1_DN42156_c0_g1_i1.p1	GO:0007399, GO:0006869, GO:0030229, GO:0034189, GO:0016021, GO:0007613, GO:0005615, GO:0045860, GO:0034436, GO:0038026, GO:0034447, GO:0005905, GO:0006898, GO:0043235, GO:0048813, GO:0008203, GO:0005041, GO:0021517, GO:1900006, GO:0038025, GO:0005765, GO:0005509, GO:0034361, GO:0005886, GO:0048306, GO:0034185
NYGR1_DN47909_c0_g1_i1.p1	GO:0040003, GO:0005576, GO:0008011, GO:0062129, GO:0008010, GO:0008061
NYGR1_DN10866_c1_g1_i2.p1	GO:0015886, GO:0005765, GO:0015232, GO:0005768, GO:0005886, GO:0016021, GO:0020037, GO:0005764, GO:0010008
NYGR1_DN12089_c0_g1_i1.p1	GO:0016020, GO:0015171, GO:0003333, GO:0016021, GO:0005515, GO:0006814
NYGR1_DN33924_c0_g1_i1.p1	GO:0035264, GO:0005524, GO:0046872, GO:0106310, GO:0016324, GO:0006468, GO:0008406, GO:0004674, GO:0042303, GO:0004712, GO:0005737
NYGR1_DN25685_c0_g1_i1.p1	GO:0022904, GO:0005739, GO:0046872, GO:0005743, GO:0004174, GO:0051539
NYGR1_DN15712_c0_g1_i1.p1	GO:0001518, GO:0005244, GO:0019228, GO:0005248, GO:0034765, GO:0005886, GO:0016021, GO:0086010, GO:0030424, GO:0035725
NYGR1_DN229_c0_g1_i2.p1	GO:0005654, GO:0003697, GO:1990904, GO:0048027, GO:0007319, GO:0005737, GO:0034046, GO:1903688, GO:0043186, GO:0007283, GO:0003730, GO:0005515, GO:0030371, GO:0005730, GO:0045727, GO:0005634, GO:0045451, GO:0048026, GO:0008266
NYGR1_DN1773_c0_g1_i4.p1	GO:0005516, GO:0017124, GO:0097546, GO:0005881, GO:0030317, GO:0061966, GO:0015630
NYGR1_DN12042_c0_g1_i1.p1	GO:0042600, GO:0005213, GO:0007304
NYGR1_DN6379_c0_g1_i1.p1	GO:0031048, GO:0031380, GO:0010494, GO:0003723, GO:0005739, GO:0051607, GO:0005737, GO:0045087, GO:0005741, GO:0004386, GO:0008270, GO:0002218, GO:0005634, GO:0045071, GO:0042742
NYGR1_DN44553_c0_g1_i2.p1	GO:0005829, GO:0005515, GO:0010629, GO:0005634
NYGR1_DN3821_c0_g1_i8.p1	GO:0030154, GO:0061077, GO:0048471, GO:0030018, GO:0051879, GO:0005829, GO:0007517, GO:0031672, GO:0002088, GO:0005737
NYGR1_DN5672_c0_g1_i3.p1	GO:0003729, GO:0000398, GO:0017069, GO:0005689
NYGR1_DN16801_c0_g1_i1.p1	GO:0016020, GO:0005887, GO:0005576, GO:0006508, GO:0007049, GO:0046718, GO:0004252
NYGR1_DN38134_c0_g1_i1.p1	GO:0006906, GO:0030593, GO:0001772, GO:0005737, GO:0043552, GO:0030890, GO:0046872, GO:0005085, GO:0006974, GO:0008361, GO:0001525, GO:0030032, GO:0009410, GO:0043087, GO:0045785, GO:0007229, GO:0050853, GO:0007264, GO:0005154, GO:0005886
NYGR1_DN5306_c0_g1_i1.p1	GO:0006357, GO:0003713, GO:0016592, GO:0045893, GO:0005634
NYGR1_DN27859_c0_g1_i1.p1	GO:0005829, GO:0005515, GO:0071818, GO:0045048
NYGR1_DN1203_c0_g2_i1.p1	GO:0038024, GO:0005789, GO:0016021, GO:0009953, GO:0005783
NYGR1_DN1050_c1_g1_i1.p2	GO:0016021, GO:0046740, GO:0016020, GO:0005515
NYGR1_DN46208_c0_g1_i1.p1	GO:0042802, GO:0003677, GO:0042254, GO:0005634
NYGR1_DN30250_c0_g1_i1.p1	GO:0009267, GO:0080025, GO:0044804, GO:0000407, GO:0019898, GO:0000045, GO:0005829, GO:0034045, GO:0005764, GO:0000422, GO:0006497, GO:0032266, GO:0034497
NYGR1_DN7221_c0_g1_i1.p2	GO:0046872, GO:0051301, GO:0007049, GO:0005829, GO:0000917, GO:0005525
NYGR1_DN34538_c0_g1_i1.p1	GO:0030863, GO:0016021, GO:0005886, GO:0019911, GO:0031643, GO:0032290
NYGR1_DN38189_c0_g1_i1.p2	GO:0006357, GO:0070847, GO:0016592, GO:0003712, GO:0005515, GO:0000978, GO:0005634
NYGR1_DN25326_c0_g1_i1.p1	GO:0046872, GO:0004157, GO:0006208, GO:0005634, GO:0005737
NYGR1_DN6070_c0_g1_i4.p1	GO:0006506, GO:0016255, GO:0005789, GO:0016021, GO:0042765, GO:0003923, GO:0005783
NYGR1_DN11801_c0_g1_i1.p1	GO:0005795, GO:0005739, GO:0140042, GO:1990462, GO:0000407, GO:0005789, GO:0046872, GO:0005811, GO:0005783, GO:0005794
NYGR1_DN1154_c3_g2_i4.p1	GO:0090305, GO:0046872, GO:0043007, GO:0033557, GO:0000724, GO:0005730, GO:0008821, GO:0031297, GO:0005515, GO:0017108, GO:0106332, GO:0005634, GO:0030875
NYGR1_DN21687_c0_g1_i1.p1	GO:0007020, GO:0005856, GO:0005819, GO:0051301, GO:0007049, GO:0005515, GO:0005874, GO:0005737
NYGR1_DN756_c1_g1_i1.p1	GO:0035613, GO:0090305, GO:0004519, GO:0003964, GO:0006278, GO:0015074, GO:0008270, GO:0005737
NYGR1_DN1518_c0_g2_i2.p1	GO:0016020, GO:0045087, GO:0016021, GO:0033644, GO:0005515, GO:0042742
NYGR1_DN35425_c0_g1_i1.p1	GO:0005789, GO:0061576, GO:0050291, GO:0046513, GO:0016021, GO:0005783
NYGR1_DN45311_c0_g1_i1.p1	GO:0051321, GO:0005515, GO:0005737
NYGR1_DN27437_c0_g1_i1.p1	GO:0005737, GO:0005768, GO:0005515, GO:0031083, GO:0007032, GO:0032880, GO:0005773
NYGR1_DN904_c0_g1_i3.p1	GO:0005509, GO:0030135, GO:0005886, GO:0016021, GO:0006897, GO:0048477, GO:0008196
NYGR1_DN8820_c0_g1_i1.p1	GO:0051321, GO:0005096, GO:0005515, GO:0005737
NYGR1_DN4224_c0_g1_i3.p1	GO:0001618, GO:0070287, GO:0006826, GO:0046718, GO:0033005, GO:0016021, GO:0005886, GO:0009986, GO:0006911, GO:0001786
NYGR1_DN37639_c0_g1_i1.p1	GO:0005975, GO:0005576, GO:0005515
NYGR1_DN21348_c0_g1_i1.p1	GO:1902166, GO:0006977, GO:0016324, GO:0016021, GO:0010944, GO:0009986, GO:0005737, GO:0033629, GO:0003712, GO:0090240, GO:0000785, GO:0000978, GO:0070062, GO:0005634, GO:0006978, GO:0002039, GO:0005886, GO:0036003, GO:0062023
NYGR1_DN38478_c0_g1_i1.p1	GO:0051561, GO:0080120, GO:0005085, GO:0031034, GO:0014829, GO:0032471, GO:0005515, GO:0043547, GO:0010821, GO:0005096, GO:0034504, GO:0005634, GO:0005737
NYGR1_DN3117_c0_g1_i2.p1	GO:0032981, GO:0005524, GO:0016226, GO:0140663, GO:0005739, GO:0046872, GO:0005759, GO:0032543, GO:0051539
NYGR1_DN6015_c0_g1_i1.p1	GO:0030163, GO:0042645, GO:0004176, GO:0005524, GO:0140662, GO:0009841, GO:0005739, GO:0016504, GO:0005759, GO:0051082, GO:0051603, GO:0010952, GO:0006457, GO:0046034, GO:0008270, GO:0016887, GO:0046983
NYGR1_DN21_c0_g1_i2.p1	GO:0015031, GO:0048471, GO:0006914, GO:0005525, GO:0003925, GO:0034045, GO:0007030, GO:0005737
NYGR1_DN30178_c0_g1_i1.p1	GO:0006915, GO:0006979, GO:0032006, GO:0005249, GO:0019953, GO:0008258, GO:0009968, GO:0045926, GO:0005634, GO:0005737
NYGR1_DN6509_c0_g2_i1.p1	GO:0006357, GO:0070847, GO:0016592, GO:0003712, GO:0000978, GO:0005634
NYGR1_DN4309_c0_g1_i1.p1	GO:0007165, GO:0005576, GO:0140295, GO:0080185, GO:0008061
NYGR1_DN37772_c0_g1_i1.p1	GO:0061577, GO:1904646, GO:1902514, GO:0030315, GO:0086091, GO:0016021, GO:0098978, GO:0046872, GO:0005515, GO:0086048, GO:0060307, GO:0086002, GO:0060402, GO:0098903, GO:0099025, GO:0016020, GO:1901843, GO:1990454, GO:0099029, GO:0016529, GO:0086057
NYGR1_DN5222_c2_g1_i1.p1	GO:0039615, GO:0051321, GO:0003677
NYGR1_DN3889_c0_g1_i1.p1	GO:0005524, GO:0003690, GO:0007131, GO:0140664, GO:0003697, GO:0033062, GO:0006312, GO:0042148, GO:0000730, GO:0000150, GO:0000724, GO:0005829, GO:0005515, GO:0035861, GO:0016887, GO:0005634
NYGR1_DN14954_c0_g1_i2.p1	GO:0046854, GO:0004430, GO:0005886, GO:0048015, GO:0005737
NYGR1_DN34071_c0_g1_i1.p1	GO:0031648, GO:0000578, GO:0060828, GO:0005886, GO:0009953, GO:0016021, GO:0005515, GO:2000055
NYGR1_DN28669_c0_g1_i1.p2	GO:0005777, GO:0016021, GO:0006281, GO:0005515, GO:0071465, GO:0071480, GO:0005778
NYGR1_DN4681_c0_g1_i1.p1	GO:0017009, GO:0046872, GO:0005829, GO:0016853, GO:0005737
NYGR1_DN8120_c0_g1_i1.p1	GO:0006357, GO:0001657, GO:0071407, GO:0007179, GO:0005737, GO:0030901, GO:0030154, GO:0071144, GO:0046872, GO:0051216, GO:0030509, GO:0009653, GO:0045597, GO:0001666, GO:0060348, GO:0000978, GO:0005634, GO:0001880, GO:0006468, GO:0045893, GO:0030902, GO:0000981, GO:0060395, GO:0070411
NYGR1_DN49207_c0_g1_i2.p1	GO:0000122, GO:0003690, GO:0040029, GO:0005654, GO:0140297, GO:0042802, GO:0005634
NYGR1_DN1783_c0_g1_i2.p1	GO:0005856, GO:0007051, GO:0042995, GO:0005813, GO:0019901, GO:0005737
NYGR1_DN2557_c0_g2_i2.p1	GO:0006414, GO:0003746, GO:0006749, GO:0006412, GO:0005634, GO:0005853, GO:0005737
NYGR1_DN29160_c0_g1_i1.p1	GO:0007165, GO:0007157, GO:0005886, GO:1903977, GO:0048018, GO:0005615, GO:0060252, GO:0035633, GO:0045742, GO:0031225
NYGR1_DN40898_c0_g1_i1.p1	GO:0019722, GO:0005509, GO:0005737
NYGR1_DN45280_c0_g1_i1.p1	GO:0032196, GO:0005515, GO:0010526, GO:0005634, GO:0005737
NYGR1_DN15262_c0_g1_i2.p2	GO:0005774, GO:0042910, GO:0016021, GO:0042908, GO:0005773
NYGR1_DN29437_c0_g1_i1.p1	GO:0005856, GO:0046890, GO:0140496, GO:0072175, GO:0005829, GO:0061842, GO:0005874, GO:0005634, GO:0005737
NYGR1_DN2267_c0_g1_i1.p1	GO:0006995, GO:0031625, GO:1902524, GO:0008625, GO:0005829, GO:0000421, GO:0005737, GO:0007268, GO:0048471, GO:0000045, GO:0005874, GO:0012505, GO:0000422, GO:0000226, GO:0044297, GO:0050811, GO:0000139, GO:0016236, GO:0097225, GO:0032436, GO:0005790, GO:0005764, GO:0045202, GO:0048487, GO:0005930, GO:0008017, GO:0005794, GO:0006915, GO:0015629, GO:0031410, GO:0005886, GO:0005776, GO:0005875, GO:0006605, GO:0035020
NYGR1_DN44530_c0_g1_i1.p1	GO:0005730, GO:0051321, GO:0005515, GO:0005634
NYGR1_DN37905_c0_g1_i3.p1	GO:0016567, GO:0061630, GO:0008270, GO:0071596, GO:0000151, GO:0005737
NYGR1_DN4763_c0_g1_i1.p1	GO:0005509, GO:0002040, GO:0005783, GO:0005788, GO:0017156
NYGR1_DN559_c0_g1_i1.p1	GO:0030521, GO:0005576, GO:0005615, GO:0005496
NYGR1_DN6493_c0_g1_i1.p1	GO:0005739, GO:0005741, GO:0005829, GO:0005515, GO:0060271, GO:0005737
NYGR1_DN43141_c0_g1_i1.p1	GO:0016342, GO:0005509, GO:0045296, GO:0007156, GO:0005886, GO:0016021, GO:0005737
NYGR1_DN2951_c0_g1_i2.p1	GO:0017061, GO:0019509, GO:0005829, GO:0006166, GO:0005634, GO:0005737
NYGR1_DN9442_c0_g2_i2.p1	GO:0005516, GO:0005524, GO:0004683, GO:0046872, GO:0106310, GO:0006468, GO:0005634, GO:0004712, GO:0005737
NYGR1_DN15835_c0_g1_i1.p2	GO:0019029, GO:0019073, GO:0019076, GO:0005198
NYGR1_DN27722_c0_g1_i1.p1	GO:0005694, GO:0030915, GO:0005634, GO:0005829, GO:0005515, GO:0006281, GO:0048478, GO:0006310, GO:0005737
NYGR1_DN7157_c0_g1_i2.p1	GO:0005576, GO:0098868, GO:0005515, GO:0005615, GO:0031012, GO:0097009, GO:0003431
NYGR1_DN3642_c0_g1_i5.p1	GO:0032981, GO:0005739, GO:0050821, GO:0005829, GO:0005515, GO:0009058, GO:0005743, GO:0005737
NYGR1_DN1586_c0_g1_i1.p1	GO:0050733, GO:0089701, GO:0046872, GO:0005681, GO:0016607, GO:0030628, GO:0000398, GO:0005634
NYGR1_DN7573_c0_g1_i1.p1	GO:0045039, GO:0005739, GO:0030943, GO:0016021, GO:0005743, GO:0008320, GO:0071806, GO:0042721
NYGR1_DN2328_c0_g1_i16.p1	GO:0005198, GO:0075713, GO:0039657, GO:0003964, GO:0003887, GO:0003677, GO:0006508, GO:0006278, GO:0019028, GO:0044826, GO:0015074, GO:0004523, GO:0046718, GO:0019013, GO:0008270, GO:0004190, GO:0090502, GO:0006310
NYGR1_DN44697_c0_g1_i1.p1	GO:0034230, GO:0007399, GO:0016540, GO:0030141, GO:0016020, GO:0005654, GO:0043204, GO:0005576, GO:0030070, GO:0043025, GO:0034231, GO:0030133, GO:0005515, GO:0005615, GO:0030425, GO:0004252
NYGR1_DN20991_c0_g1_i1.p1	GO:0005887, GO:0042043, GO:0007155, GO:0005886, GO:0045202, GO:0098839, GO:0050808, GO:0045211
NYGR1_DN14746_c0_g1_i1.p1	GO:1903725, GO:0008654, GO:0006914, GO:0005829, GO:0005515, GO:0031589, GO:0006021, GO:0000281, GO:0004512, GO:0005737
NYGR1_DN45842_c0_g1_i1.p2	GO:0005829, GO:0051321, GO:0005634, GO:0019901
NYGR1_DN19111_c0_g1_i1.p1	GO:0005789, GO:0033116, GO:0016192, GO:0016021, GO:0005515, GO:0030134, GO:0005783, GO:0005794
NYGR1_DN285_c0_g1_i4.p1	GO:0034720, GO:0045892, GO:0006325, GO:0070544, GO:0005506, GO:0140680, GO:0034647, GO:0005634
NYGR1_DN2876_c0_g1_i2.p1	GO:0005769, GO:0055037, GO:0006508, GO:0048803, GO:0005576, GO:0016324, GO:0005770, GO:0007560, GO:0005737, GO:0007394, GO:0005615, GO:0007391, GO:0007390, GO:0048802, GO:0004252, GO:0045197
NYGR1_DN15130_c0_g1_i1.p1	GO:0048680, GO:0031434, GO:0030971, GO:0005159, GO:0033674, GO:0005886, GO:0031435, GO:0034976, GO:0007169, GO:0005634, GO:0010038, GO:0005737
NYGR1_DN14951_c0_g1_i1.p1	GO:0007166, GO:0005515, GO:0007010, GO:0005737
NYGR1_DN20589_c0_g1_i1.p1	GO:0050829, GO:0070482, GO:0005739, GO:0009792, GO:0045087, GO:0040014, GO:0000303, GO:0040010, GO:0009411, GO:0032504, GO:0016491
NYGR1_DN44837_c0_g1_i1.p1	GO:0005856, GO:0030295, GO:0051301, GO:0032147, GO:0007049, GO:0071958, GO:0005515, GO:0031028, GO:0005737
NYGR1_DN2466_c0_g1_i1.p1	GO:0090305, GO:0046872, GO:0005829, GO:0005886, GO:0034451, GO:0004518, GO:0005634, GO:0005737
NYGR1_DN45319_c0_g1_i1.p1	GO:0000957, GO:0005739, GO:0046872, GO:0003676, GO:0032043, GO:0005743, GO:0090502, GO:0000014, GO:0005634, GO:0004521
NYGR1_DN8858_c0_g1_i1.p1	GO:0005739, GO:0007186, GO:0007608, GO:0051536, GO:0016491, GO:0050911
NYGR1_DN45497_c0_g1_i1.p2	GO:0005694, GO:0030154, GO:0006325, GO:0000775, GO:0007049, GO:0046974, GO:0008270, GO:0051567, GO:0005634
NYGR1_DN7620_c2_g1_i1.p1	GO:0045333, GO:0005739, GO:0007005, GO:0015918, GO:0005515
NYGR1_DN22620_c0_g1_i1.p1	GO:0005198, GO:0005769, GO:0005770, GO:0005829, GO:0046326, GO:0071439, GO:0006886, GO:0005905, GO:0006898, GO:0030130, GO:0012505, GO:0009653, GO:0055037, GO:0005819, GO:0042147, GO:0005802, GO:0000278, GO:0070062, GO:0097443, GO:0045334, GO:0032051, GO:0005886, GO:0030659
NYGR1_DN4686_c0_g1_i1.p1	GO:0005975, GO:0004565, GO:0005773
NYGR1_DN44518_c0_g1_i2.p1	GO:0030688, GO:0042254, GO:0005730, GO:0006364, GO:0005634, GO:0030515, GO:0005737
NYGR1_DN16514_c0_g1_i1.p1	GO:0005765, GO:0031902, GO:0005768, GO:0019835, GO:0004672, GO:0045666, GO:0016021, GO:0005764, GO:0045860, GO:0032880, GO:0005794
NYGR1_DN21384_c0_g1_i1.p1	GO:0017056, GO:0031967, GO:0051028, GO:0005643, GO:0006405, GO:0008139, GO:0006606, GO:0005634
NYGR1_DN13537_c0_g1_i2.p1	GO:0031642, GO:0005789, GO:0005576, GO:0010955, GO:0048715, GO:0005886, GO:0016021, GO:0005615, GO:0005515, GO:1900181, GO:0070062, GO:0005783, GO:0045063
NYGR1_DN2848_c0_g1_i2.p1	GO:0005654, GO:0006325, GO:0003682, GO:0016607, GO:0043984, GO:0072487, GO:0005634
NYGR1_DN36203_c0_g1_i1.p1	GO:0005737, GO:0005768, GO:0005515, GO:0031083, GO:0007032, GO:0032880, GO:0005773
NYGR1_DN5487_c0_g2_i3.p1	GO:0046872, GO:0030509, GO:0005634, GO:0045944
NYGR1_DN35227_c0_g1_i1.p1	GO:0003723, GO:0005739, GO:0030150, GO:0005758, GO:0008017
NYGR1_DN37984_c0_g1_i1.p1	GO:0044782, GO:0005509, GO:0001932, GO:0031514, GO:0048240, GO:0030317, GO:0061512
NYGR1_DN6348_c1_g1_i3.p1	GO:0004152, GO:0005739, GO:0044205, GO:0016021, GO:0005743, GO:0005758, GO:0006207, GO:0005737
