DRYU1_DN6430_c0_g1_i3.p1	GO:0006355, GO:0005634, GO:0003700
DRYU1_DN1966_c0_g1_i1.p1	GO:0016477, GO:0048812, GO:0005886, GO:0030833, GO:0005884, GO:0030424, GO:0072553, GO:0045887, GO:0005546, GO:0061177, GO:0051015, GO:0005938, GO:0030027, GO:0030426, GO:0005547, GO:0045211, GO:0030864, GO:0030425, GO:0045773, GO:0061003, GO:0098974, GO:0022416, GO:0014069, GO:0001786, GO:0031594, GO:0061176
DRYU1_DN3165_c0_g1_i6.p1	GO:0010212, GO:0023052, GO:0004712, GO:0005737, GO:0005524, GO:0007154, GO:0050829, GO:0043518, GO:0005515, GO:1901075, GO:0005886, GO:0000077, GO:0004715, GO:0030336, GO:0050832, GO:0007283, GO:0043066, GO:0018108
DRYU1_DN3876_c1_g1_i1.p1	GO:0002064, GO:0005576, GO:0035150, GO:0048613, GO:0040018, GO:0099512, GO:0098592, GO:0042302, GO:0061063, GO:0098591, GO:0005886, GO:0040026, GO:1905278, GO:0016324, GO:0005615, GO:0035017, GO:1903133
DRYU1_DN6229_c0_g1_i4.p1	GO:0046705, GO:0006207, GO:0005737, GO:0033862, GO:0036430, GO:0005634, GO:0006225, GO:0005524, GO:0046940, GO:0016310, GO:0036431
DRYU1_DN23743_c0_g1_i1.p1	GO:0016538, GO:0000307, GO:0051301, GO:0005737, GO:0005634, GO:0044772, GO:0000079, GO:0007049
DRYU1_DN609_c0_g1_i5.p1	GO:0004712, GO:0005737, GO:0016021, GO:0005524, GO:0004674, GO:0006468, GO:0016020, GO:0046872, GO:0106310, GO:0007228
DRYU1_DN8908_c0_g1_i3.p1	GO:0005882, GO:0005856, GO:0072686, GO:0008017, GO:0000070, GO:0005737, GO:0000776, GO:0005634, GO:0034501, GO:0007052, GO:1902426, GO:0005816, GO:0000164, GO:0045104, GO:0000922, GO:0005200, GO:0000235
DRYU1_DN1547_c0_g1_i1.p1	GO:0019033, GO:0006355, GO:0042025, GO:0030430, GO:0046872
DRYU1_DN6740_c0_g2_i1.p1	GO:0031625, GO:0005829, GO:0110011, GO:0005737
DRYU1_DN4743_c0_g1_i1.p1	GO:0042302, GO:0005634, GO:0003677, GO:0046872, GO:0000256, GO:0001080
DRYU1_DN28111_c0_g1_i1.p1	GO:0004712, GO:0005856, GO:0005829, GO:0045184, GO:0044782, GO:0005929, GO:0005737, GO:0005524, GO:0004674, GO:0035320, GO:0005886, GO:0097541, GO:0046872, GO:0007399, GO:0106310
DRYU1_DN8652_c0_g1_i1.p1	GO:0045143, GO:0000776, GO:0005634, GO:0005515, GO:0033551, GO:0051455, GO:0045859, GO:0051321, GO:0010789
DRYU1_DN3581_c0_g1_i6.p1	GO:0016021, GO:0008508, GO:0006814, GO:0016020, GO:0055085, GO:0015721
DRYU1_DN28345_c0_g1_i1.p1	GO:0030154, GO:0097228, GO:0036128, GO:0007283, GO:0004896
DRYU1_DN11009_c0_g1_i1.p1	GO:0001708, GO:0030154, GO:0007219, GO:0043055, GO:0007154, GO:0030431, GO:0032809, GO:0005887, GO:0031253, GO:0005886, GO:0002119, GO:0040028, GO:1905936, GO:0110011, GO:2000648, GO:0042661, GO:0008406, GO:0005112
DRYU1_DN6900_c0_g1_i1.p1	GO:0006511, GO:0005739, GO:0004843, GO:0016579
DRYU1_DN14297_c0_g1_i1.p1	GO:0005737, GO:0005524, GO:0004748, GO:0006260, GO:0009263, GO:0005971
DRYU1_DN2424_c0_g1_i2.p1	GO:0035598, GO:0051539, GO:0016021, GO:0005783, GO:0035600, GO:0016020, GO:0046872, GO:0061712
DRYU1_DN3674_c0_g3_i10.p1	GO:0005737, GO:0008270, GO:0032259
DRYU1_DN6930_c0_g1_i3.p1	GO:0050790, GO:0007129, GO:0010774, GO:0000709, GO:0007131, GO:0005634, GO:0003690, GO:0000794, GO:0120231, GO:0120230, GO:0051321
DRYU1_DN6817_c0_g1_i4.p1	GO:0007143, GO:0001940, GO:0005694, GO:0000776, GO:0006336, GO:0042585, GO:0005654, GO:0000775, GO:0003677, GO:0035042
DRYU1_DN12873_c0_g2_i1.p1	GO:0005518, GO:0048680, GO:0005856, GO:0004712, GO:0008045, GO:0005737, GO:0005524, GO:0042995, GO:0005515, GO:0038063, GO:0033674, GO:0097376, GO:0007399, GO:0038062, GO:0018108
DRYU1_DN10293_c0_g1_i1.p1	GO:0005634, GO:0003677, GO:0006310, GO:0015074
DRYU1_DN20341_c0_g1_i1.p1	GO:0032982, GO:0003779, GO:0007155, GO:0006936, GO:0017022
DRYU1_DN11379_c0_g1_i2.p1	GO:0033017, GO:0016021, GO:0005515, GO:0051321, GO:0016529
DRYU1_DN12924_c0_g2_i1.p1	GO:0005096, GO:0090630, GO:0005634, GO:0005737
DRYU1_DN7000_c0_g1_i1.p1	GO:0015031, GO:0030154, GO:0000055, GO:0005730, GO:0042393, GO:0005634, GO:0042273, GO:0003714, GO:0042254, GO:0007506
DRYU1_DN725_c0_g1_i7.p1	GO:0036126, GO:0030683, GO:0005737, GO:0003756, GO:0001520, GO:0004791, GO:0039503
DRYU1_DN27671_c0_g1_i1.p1	GO:0001708, GO:0007219, GO:0006509, GO:0016021, GO:0005886, GO:0046872, GO:0050896, GO:0004222
DRYU1_DN18353_c0_g1_i1.p1	GO:0016021, GO:0005886, GO:0007186, GO:0004930
DRYU1_DN28269_c0_g1_i1.p1	GO:0050795, GO:0016021, GO:0043005, GO:0007610, GO:0005886, GO:0045202, GO:0042310, GO:0098664, GO:0004993, GO:0006939, GO:0007507
DRYU1_DN25813_c0_g1_i1.p1	GO:0039722, GO:0030683, GO:0039502, GO:0039504, GO:0039548, GO:0039557, GO:0039526, GO:0039545, GO:0039564, GO:0039540, GO:0030430, GO:0003677, GO:0039723
DRYU1_DN12869_c0_g1_i1.p1	GO:0030154, GO:0050770, GO:0008039, GO:0040011, GO:0005634, GO:0007400, GO:0000981, GO:0050803, GO:0000977, GO:0006357, GO:0030424, GO:0007416, GO:0007399, GO:0048489
DRYU1_DN3959_c0_g1_i9.p2	GO:0030683, GO:0016021, GO:0033644, GO:0016020, GO:0008270, GO:0039503
DRYU1_DN28384_c0_g1_i1.p1	GO:0034220, GO:0060079, GO:0016021, GO:0004888, GO:0005886, GO:0022848, GO:0045202, GO:0045211
DRYU1_DN1739_c0_g1_i3.p1	GO:0005856, GO:0005929, GO:0005737, GO:0042802, GO:0035869, GO:0036064, GO:0005813, GO:0060271, GO:0098882
DRYU1_DN11789_c0_g3_i1.p1	GO:0005929, GO:0006935, GO:0005737, GO:0008289, GO:0006629, GO:0030425, GO:0030424, GO:0050896, GO:0097500
DRYU1_DN31912_c0_g1_i1.p1	GO:0039553, GO:0007186, GO:0030683, GO:0016021, GO:0030430, GO:0016020, GO:0020002, GO:0004930
DRYU1_DN27738_c0_g1_i1.p1	GO:0005737, GO:0005524, GO:1901195, GO:0003724, GO:0016887, GO:0003727, GO:0006413, GO:0003743, GO:0006412, GO:0033677
DRYU1_DN9635_c0_g1_i18.p1	GO:0005634, GO:0003677, GO:0006310, GO:0015074
DRYU1_DN35712_c0_g1_i1.p1	GO:2000711, GO:0005694, GO:0042162, GO:0007129, GO:0005634, GO:0007131, GO:0000781, GO:0005515, GO:0035974, GO:0010520, GO:0045141, GO:0051321, GO:0070197
DRYU1_DN6598_c0_g1_i1.p1	GO:0000724, GO:0009432, GO:0005829, GO:0005524, GO:0016020, GO:0009314
DRYU1_DN7947_c1_g1_i1.p1	GO:0005634, GO:0003677, GO:0006310, GO:0015074
DRYU1_DN3614_c0_g1_i1.p1	GO:0008574, GO:0009792, GO:0051296, GO:0016938, GO:0008104, GO:0030951, GO:0048489, GO:0007411, GO:0048814, GO:0032839, GO:0098971, GO:0098957, GO:1904115, GO:0005856, GO:0008017, GO:0005524, GO:0010940, GO:0043005, GO:0016887, GO:0045202, GO:0030473, GO:0040011, GO:0005874, GO:0040038, GO:0005635
DRYU1_DN30772_c0_g1_i2.p1	GO:0005829, GO:0005737, GO:0005634, GO:0030435, GO:0030674, GO:0005515
DRYU1_DN2360_c0_g1_i3.p1	GO:0005737, GO:0016021, GO:0005789, GO:0046475, GO:0005783, GO:0008081, GO:0046872, GO:0004622, GO:0048471, GO:0070291
DRYU1_DN2289_c0_g2_i3.p1	GO:0004712, GO:0035556, GO:0005829, GO:0005737, GO:0005524, GO:0018105, GO:0005634, GO:0004674, GO:0106310
DRYU1_DN34205_c0_g1_i1.p1	GO:0004864, GO:0051301, GO:0005737, GO:0000086, GO:0051721, GO:0000278, GO:0043086
DRYU1_DN9984_c0_g1_i1.p1	GO:0070733, GO:0005829, GO:0042292, GO:0005737, GO:0005524, GO:0005634, GO:0034599, GO:0002143, GO:0018117, GO:0046872, GO:0004792, GO:0032447
DRYU1_DN699_c0_g2_i2.p1	GO:0005739, GO:0004775, GO:0004776, GO:0006104, GO:0000166, GO:0009361, GO:0006099, GO:0016020
DRYU1_DN10488_c0_g1_i1.p1	GO:0005634, GO:0003677, GO:0006310, GO:0015074
DRYU1_DN19306_c0_g1_i1.p1	GO:0042802, GO:0005634, GO:0005654, GO:0003690, GO:0140297, GO:0000122, GO:0040029
DRYU1_DN6062_c0_g1_i2.p1	GO:0005814, GO:0005856, GO:0005929, GO:0005525, GO:0005737, GO:0005874, GO:0005634, GO:0000226, GO:0045880, GO:0030030, GO:0000278, GO:0005200
DRYU1_DN27449_c0_g1_i1.p1	GO:0045747, GO:0040018, GO:0016021, GO:0030511, GO:0042802, GO:1901048, GO:0042661, GO:0016020
DRYU1_DN7317_c0_g1_i2.p1	GO:0006006, GO:0004090, GO:0050038, GO:0005886, GO:0042732, GO:0005998
DRYU1_DN8113_c0_g1_i3.p1	GO:0001708, GO:0005576, GO:0007219, GO:0007154, GO:0005887, GO:0016020, GO:0005112
DRYU1_DN17272_c0_g1_i1.p1	GO:0005737, GO:0005524, GO:0005634, GO:0032147, GO:0006611, GO:0006468, GO:0004672, GO:0007049, GO:0030295
DRYU1_DN12833_c1_g2_i1.p1	GO:0005737, GO:0016021, GO:0016342, GO:0005886, GO:0005509, GO:0045296, GO:0007156
DRYU1_DN30474_c0_g1_i1.p1	GO:0005737, GO:0005634, GO:0031625, GO:0016567, GO:0030162, GO:0043161
DRYU1_DN35173_c0_g1_i1.p1	GO:0015031, GO:0061912, GO:0031503, GO:0005829, GO:0030433, GO:0005737, GO:0034270, GO:0019898, GO:0030674, GO:0005515, GO:0016050, GO:0034045, GO:0000407
DRYU1_DN23540_c0_g1_i1.p1	GO:0005576, GO:0019221, GO:0030683, GO:0004908, GO:0019966
DRYU1_DN8630_c0_g1_i2.p1	GO:0046872, GO:0005634, GO:0071897, GO:0015074
DRYU1_DN1150_c0_g2_i2.p1	GO:0016021, GO:0051321, GO:0016020, GO:0005524
DRYU1_DN15883_c0_g1_i1.p1	GO:0019033, GO:0042802, GO:0061809, GO:0042025, GO:0030430, GO:0009267, GO:0050135, GO:0016740, GO:0016849
DRYU1_DN33618_c0_g1_i2.p1	GO:0005524, GO:0016021, GO:0045332, GO:0016887, GO:0005783, GO:0005886, GO:0000287, GO:0140326, GO:1990531, GO:0005789
DRYU1_DN24915_c0_g1_i1.p1	GO:0016021, GO:0005886, GO:0007186, GO:0004930
DRYU1_DN4682_c0_g1_i12.p1	GO:0006595, GO:0030433, GO:0006621, GO:0016021, GO:0005783, GO:0003756, GO:0005789
DRYU1_DN18924_c0_g1_i1.p1	GO:0051014, GO:0015629, GO:0005737, GO:0048870, GO:0030042, GO:0051015
DRYU1_DN11314_c0_g1_i1.p1	GO:0034220, GO:0060079, GO:0016021, GO:0004888, GO:0005886, GO:0022848, GO:0045202, GO:0045211
DRYU1_DN33833_c0_g1_i1.p1	GO:0044174, GO:0044177, GO:0044201, GO:0005524, GO:0016021, GO:0019031, GO:0042025, GO:0044175, GO:0016020, GO:0044178, GO:0051321, GO:0055036
DRYU1_DN12063_c0_g1_i4.p1	GO:0004712, GO:0005524, GO:0005634, GO:0008353, GO:0006468, GO:0051726, GO:0016592, GO:0006508, GO:0004693, GO:0106310
DRYU1_DN8757_c0_g1_i1.p1	GO:0031305, GO:0005739, GO:0005743, GO:0008320, GO:0030150, GO:0005744
DRYU1_DN10259_c0_g1_i3.p1	GO:0005765, GO:0016021, GO:0005764, GO:0031902, GO:0045666, GO:0004672, GO:0032880, GO:0005794, GO:0019835, GO:0005768, GO:0045860
DRYU1_DN1668_c0_g1_i5.p1	GO:0005847, GO:0006378, GO:0005634, GO:0005515, GO:0003723, GO:0008033, GO:0006379
DRYU1_DN1453_c0_g1_i2.p1	GO:0042025, GO:0030430, GO:0006260, GO:0046872, GO:0039693
DRYU1_DN19294_c0_g1_i1.p1	GO:0044177, GO:0019033, GO:0005125, GO:0006355, GO:0030430, GO:0006338, GO:0005126
DRYU1_DN1929_c0_g1_i1.p1	GO:0005739, GO:0022900, GO:0015996, GO:0005759, GO:0006552, GO:0009055, GO:0009536
DRYU1_DN11395_c0_g1_i1.p1	GO:0016021, GO:0006357, GO:0016020, GO:0005515
DRYU1_DN747_c0_g1_i1.p1	GO:0005856, GO:0005929, GO:0005737, GO:0036064, GO:0005515, GO:0044458
DRYU1_DN367_c0_g1_i11.p1	GO:0015938, GO:0016021, GO:0005783, GO:0016787, GO:0016020, GO:0005794, GO:0046872
DRYU1_DN4728_c0_g1_i3.p1	GO:0031965, GO:0051087, GO:0005730, GO:0030433, GO:0070936, GO:0005737, GO:0008340, GO:0005634, GO:0000151, GO:0035519, GO:0051865, GO:0031625, GO:0034450, GO:0032436
DRYU1_DN17428_c0_g1_i1.p1	GO:0005856, GO:0005829, GO:0008017, GO:0005737, GO:0005874, GO:0000226, GO:0005886, GO:0030425, GO:0030424, GO:0031175
DRYU1_DN28485_c0_g1_i1.p1	GO:0019076, GO:0016021, GO:0033644, GO:0075520, GO:0005515, GO:0016020
DRYU1_DN3587_c0_g5_i1.p1	GO:0009926, GO:0016021, GO:0009734, GO:0016020, GO:0009826, GO:0008270
DRYU1_DN15866_c0_g1_i2.p1	GO:0016021, GO:0006310, GO:0046983, GO:0032196, GO:0003677, GO:0016020
DRYU1_DN24555_c0_g1_i1.p1	GO:0019748, GO:0005829, GO:0005737, GO:0016787, GO:0007568, GO:0008270, GO:0006569, GO:1904985, GO:0001760
DRYU1_DN21427_c0_g1_i1.p1	GO:0003729, GO:0005681, GO:0005634, GO:0005515, GO:1990446, GO:0045292
DRYU1_DN1081_c0_g1_i3.p1	GO:0016021, GO:0051321, GO:0005198, GO:0016020
DRYU1_DN1870_c0_g1_i1.p1	GO:0031047, GO:0016604, GO:0031053, GO:0005634, GO:0006397, GO:0005654, GO:0005515
DRYU1_DN628_c0_g1_i1.p1	GO:0016021, GO:0007596, GO:0047710, GO:0005886, GO:0030194, GO:0046872
DRYU1_DN10555_c0_g1_i1.p1	GO:0051087, GO:0005739, GO:0005759, GO:0030544, GO:0044571, GO:0051259, GO:0001671
DRYU1_DN10667_c1_g1_i1.p1	GO:0044156, GO:0004712, GO:0044177, GO:0007169, GO:0005524, GO:0016021, GO:0019031, GO:0055036, GO:0043657, GO:0033674, GO:0016020, GO:0020002, GO:0004714, GO:0044178, GO:0018108
DRYU1_DN2338_c0_g1_i1.p1	GO:0031982, GO:1902476, GO:0016021, GO:0046983, GO:0005229, GO:0005783, GO:0005886, GO:0005789
DRYU1_DN33935_c0_g1_i1.p1	GO:0008270, GO:0006887, GO:0006468, GO:0005737
DRYU1_DN18689_c0_g1_i1.p1	GO:0005737, GO:0032147, GO:0005634, GO:0046872, GO:0007165, GO:0030295
DRYU1_DN30757_c0_g1_i1.p1	GO:0030154, GO:0005856, GO:0005929, GO:0005737, GO:0003341, GO:0005515, GO:1904158, GO:0007283
DRYU1_DN5252_c0_g1_i4.p1	GO:0005730, GO:0005634, GO:0005515, GO:0005819, GO:0007000, GO:0003682
DRYU1_DN27378_c0_g1_i2.p1	GO:0005829, GO:0004421, GO:0005634, GO:0010142, GO:0005783, GO:0006084, GO:0016126
DRYU1_DN3370_c0_g1_i1.p1	GO:0000823, GO:0005829, GO:0035004, GO:0005737, GO:0005524, GO:0005634, GO:0032958, GO:0046854, GO:0008440, GO:0016310, GO:0000824
DRYU1_DN1282_c0_g1_i19.p1	GO:0008832, GO:0005634, GO:0051607
DRYU1_DN15337_c0_g1_i1.p1	GO:0005829, GO:0005737, GO:0005694, GO:0005634, GO:0006310, GO:0006281, GO:0005515, GO:0030915, GO:0048478
DRYU1_DN10550_c0_g2_i1.p1	GO:0005829, GO:0005737, GO:0000338, GO:0008180, GO:0005634, GO:0006974, GO:0000822
DRYU1_DN1743_c0_g1_i1.p1	GO:0007017, GO:0005737, GO:0015630, GO:0005874, GO:0051959, GO:0045505, GO:0060271, GO:0005868
DRYU1_DN4265_c0_g1_i4.p1	GO:0006511, GO:0035521, GO:0005829, GO:0005730, GO:0000124, GO:0004843, GO:0005634, GO:0004197, GO:0005654, GO:0006357, GO:0008270, GO:0140492
DRYU1_DN13315_c0_g2_i1.p1	GO:0055075, GO:1902476, GO:1990573, GO:0016021, GO:0008511, GO:0055064, GO:0006884, GO:0055078, GO:0016020, GO:0035725
DRYU1_DN11841_c0_g1_i1.p1	GO:0055077, GO:0005921, GO:0016021, GO:0005886, GO:0005243, GO:0055085, GO:0006811, GO:0036093
DRYU1_DN1379_c0_g1_i1.p1	GO:0005856, GO:0008017, GO:0005524, GO:0005874, GO:0032839, GO:0098971, GO:0008574, GO:0016887, GO:0005871, GO:0048489, GO:0007411
DRYU1_DN1531_c0_g1_i3.p1	GO:0005829, GO:0005737, GO:0005524, GO:0005634, GO:0006468, GO:0004687
DRYU1_DN11742_c0_g1_i1.p1	GO:0015459, GO:0072686, GO:0031122, GO:0015630, GO:0051286, GO:0007127, GO:0051285, GO:0030989, GO:0005634, GO:0005881, GO:0005869, GO:0005515, GO:0035974, GO:0000743, GO:1903754, GO:0051321, GO:0110092
DRYU1_DN6520_c0_g1_i3.p1	GO:0005634, GO:0003677, GO:0006310, GO:0015074
DRYU1_DN8692_c0_g1_i1.p1	GO:0008028, GO:0005887, GO:0005886, GO:0015293, GO:0015718, GO:0015226, GO:1902603
DRYU1_DN31289_c0_g1_i1.p1	GO:0034220, GO:0050877, GO:0060079, GO:0043005, GO:0007268, GO:0005887, GO:0005886, GO:0022848, GO:0004888, GO:0045202, GO:0007165, GO:0045211
DRYU1_DN24494_c0_g1_i1.p1	GO:0007186, GO:0016021, GO:0020002, GO:0016020, GO:0004930
DRYU1_DN33748_c0_g1_i1.p1	GO:0016021, GO:0061665, GO:0016925, GO:0016020
DRYU1_DN12901_c0_g2_i1.p1	GO:0032931, GO:0006289, GO:0044182, GO:0006896, GO:0005628, GO:1900239, GO:0097043, GO:0043618, GO:1900429, GO:0006890, GO:0036166
DRYU1_DN19204_c0_g1_i1.p1	GO:0016021, GO:0007166, GO:0005886, GO:0004930, GO:0007189
DRYU1_DN7041_c0_g1_i1.p1	GO:0003676, GO:0005634, GO:0000022
DRYU1_DN3599_c0_g1_i1.p1	GO:0007274, GO:0007628, GO:0006468, GO:0004683, GO:0005886, GO:0106310, GO:0048856, GO:0004712, GO:0007615, GO:0007269, GO:2000331, GO:0042043, GO:0008049, GO:0061174, GO:1900073, GO:0005524, GO:0005516, GO:0072375, GO:0048488, GO:0040012, GO:0048149, GO:1900244, GO:0034613, GO:0005911, GO:0008582, GO:0016081, GO:0031594, GO:0046928, GO:0007616, GO:0007298, GO:0016080
DRYU1_DN24730_c0_g1_i1.p1	GO:0050914, GO:0035199, GO:0035002, GO:0005887, GO:0015280, GO:0009651, GO:0035725, GO:0016020
DRYU1_DN7027_c1_g2_i1.p1	GO:0075732, GO:0003964, GO:0004523, GO:0044826, GO:0004190, GO:0046718, GO:0006310, GO:0003887, GO:0090502, GO:0042025, GO:0075713, GO:0030430, GO:0006508, GO:0046872, GO:0006278, GO:0003723, GO:0015074
DRYU1_DN4041_c0_g1_i2.p1	GO:0043202, GO:0016239, GO:0008340, GO:0042759, GO:0005737, GO:0005764, GO:0019433, GO:0004806
DRYU1_DN10069_c0_g1_i2.p1	GO:0075732, GO:0003964, GO:0004523, GO:0046718, GO:0019028, GO:0046740, GO:0090502, GO:0042025, GO:0003676, GO:0006508, GO:0046872, GO:0006278, GO:0004190
DRYU1_DN30582_c0_g1_i1.p1	GO:0008270, GO:0004222, GO:0031012, GO:0006508
DRYU1_DN19028_c0_g1_i1.p1	GO:0061088, GO:0010043, GO:0031410, GO:0016021, GO:0009749, GO:0005385, GO:0005886, GO:0030073, GO:0006882, GO:0071577, GO:0030658
DRYU1_DN4203_c0_g1_i23.p1	GO:0005524, GO:0005634, GO:0061631, GO:0016567, GO:0008270
DRYU1_DN32305_c0_g1_i1.p1	GO:0033650, GO:0039722, GO:0030683, GO:0039502, GO:0039504, GO:0039548, GO:0039557, GO:0039660, GO:0039526, GO:0039545, GO:0039564, GO:0039540, GO:0005515, GO:0042025, GO:0030430, GO:0039723
DRYU1_DN12015_c0_g1_i1.p1	GO:0034220, GO:0050877, GO:0060079, GO:0043005, GO:0007268, GO:0005887, GO:0005886, GO:0022848, GO:0004888, GO:0045202, GO:0007165, GO:0045211
DRYU1_DN11167_c0_g1_i1.p1	GO:0004712, GO:0007169, GO:0005524, GO:0005887, GO:0005886, GO:0033674, GO:0045138, GO:0004714, GO:0043235, GO:0018108
DRYU1_DN15234_c0_g1_i2.p1	GO:0004712, GO:0006935, GO:0045664, GO:0016021, GO:0040024, GO:0005524, GO:0050893, GO:0005886, GO:0004714, GO:0007606, GO:0018108
DRYU1_DN12246_c0_g5_i2.p1	GO:0015629, GO:1902600, GO:1990573, GO:0005886, GO:0010248, GO:0006885, GO:0016324, GO:0036376, GO:0008900, GO:0046872, GO:0006883, GO:0005829, GO:0010038, GO:0005524, GO:0016021, GO:0016887, GO:0014070, GO:0030007, GO:0005391, GO:0016323, GO:0005515
DRYU1_DN585_c0_g1_i5.p1	GO:0006897, GO:0060100, GO:0045332, GO:0005769, GO:0005886, GO:0055037, GO:0016324, GO:0005794, GO:0005737, GO:0005887, GO:0005770, GO:0000287, GO:0055038, GO:0090556, GO:0005524, GO:0007040, GO:0016887, GO:0016323, GO:0005802, GO:0005515, GO:0060101, GO:0031901
DRYU1_DN30009_c0_g1_i1.p1	GO:0030198, GO:0005576, GO:0010952, GO:0005201, GO:0016504, GO:0040017, GO:0005509, GO:0008104, GO:0005604
DRYU1_DN3315_c0_g1_i1.p1	GO:0089701, GO:0030628, GO:0016607, GO:0003729, GO:0005634, GO:0000348, GO:0005515, GO:0000245, GO:0071004, GO:0008187, GO:0045292, GO:0000243
DRYU1_DN258_c0_g1_i8.p1	GO:0005737, GO:0016567, GO:0016740, GO:0046872, GO:0039648
DRYU1_DN18284_c0_g1_i1.p1	GO:0005737, GO:0071704, GO:0008270, GO:0044238
DRYU1_DN2434_c0_g1_i1.p1	GO:0030154, GO:1990124, GO:0005737, GO:0000900, GO:2000766, GO:0005634, GO:0003730, GO:0043005, GO:0008135, GO:0005515, GO:0043022, GO:0045202, GO:0051321, GO:0007283, GO:0006412
DRYU1_DN24734_c0_g1_i1.p1	GO:0019076, GO:0005085, GO:0060090, GO:0042025, GO:0044423, GO:0051276
DRYU1_DN21491_c0_g1_i1.p1	GO:0005829, GO:0006479, GO:0005737, GO:0008983, GO:0005634, GO:2001020, GO:0006974, GO:0097023, GO:0046872, GO:0103026
DRYU1_DN10983_c0_g1_i1.p1	GO:0030154, GO:0007501, GO:0000981, GO:0005634, GO:0009653, GO:0048337, GO:0002119, GO:0006357, GO:0000978
DRYU1_DN3112_c0_g1_i1.p1	GO:0006897, GO:0015464, GO:0050877, GO:0005887, GO:0022848, GO:0030100, GO:1901046, GO:0034220, GO:0060079, GO:1901562, GO:0043005, GO:0045202, GO:0061771, GO:0007165, GO:0030659, GO:0031410, GO:0008340, GO:0007271, GO:0098794
DRYU1_DN4_c2_g2_i1.p1	GO:0005739, GO:0007005, GO:0005741, GO:0005515, GO:0006119
DRYU1_DN31567_c0_g1_i1.p1	GO:0006897, GO:0015464, GO:0050877, GO:0005887, GO:0022848, GO:0030100, GO:1901046, GO:0034220, GO:0060079, GO:1901562, GO:0043005, GO:0045202, GO:0061771, GO:0007165, GO:0030659, GO:0031410, GO:0008340, GO:0007271, GO:0098794
DRYU1_DN34681_c0_g1_i1.p1	GO:0005829, GO:0043130, GO:0005737, GO:0005634, GO:0070628, GO:0008541, GO:0051306, GO:0061133, GO:0043161, GO:0010950
DRYU1_DN2516_c0_g1_i1.p1	GO:0071539, GO:0005929, GO:0090307, GO:0032815, GO:0032695, GO:0042531, GO:0042976, GO:0007080, GO:0031393, GO:0097546, GO:0042532, GO:0005136, GO:1905515, GO:0032733, GO:0002376
DRYU1_DN771_c0_g2_i1.p1	GO:0000325, GO:0004712, GO:0004707, GO:0005737, GO:0005524, GO:0005634, GO:0006468, GO:0000165, GO:0106310
DRYU1_DN15654_c1_g1_i1.p1	GO:0045324, GO:0006468, GO:0000329, GO:0005794, GO:0106310, GO:0120095, GO:0000011, GO:0048017, GO:0004712, GO:0004674, GO:0005770, GO:0010008, GO:0000139, GO:0032968, GO:0006623, GO:0030242, GO:0034272, GO:0043130, GO:0005524, GO:0046854, GO:0045053, GO:0005739, GO:0071561, GO:0034271, GO:0016236, GO:0034045
DRYU1_DN4824_c0_g1_i2.p1	GO:0005576, GO:0004712, GO:0005524, GO:0004674, GO:0006468, GO:0046872, GO:0106310
DRYU1_DN4085_c0_g1_i1.p1	GO:0005779, GO:0005777, GO:0051286, GO:0030048, GO:0045033, GO:0005778, GO:0017022, GO:0043495, GO:0032153
DRYU1_DN7001_c0_g1_i11.p1	GO:0003994, GO:0005739, GO:0005829, GO:0047780, GO:0051539, GO:0006099, GO:0046872, GO:0031012
DRYU1_DN6785_c0_g1_i2.p1	GO:0043565, GO:0005737, GO:0005634, GO:0009399, GO:0016513, GO:0003714, GO:0003713
DRYU1_DN22229_c0_g1_i1.p1	GO:0001660, GO:0001819, GO:0005576, GO:0005829, GO:0005125, GO:0005737, GO:0006955, GO:0046688, GO:0051781, GO:0005149, GO:0005615, GO:0007165, GO:0034605, GO:0005507
DRYU1_DN5184_c0_g1_i2.p1	GO:0005739, GO:0042719, GO:0005743, GO:0045039, GO:0046872, GO:0051082
DRYU1_DN10538_c0_g1_i2.p1	GO:0016021, GO:0004725, GO:0006470, GO:0016020
DRYU1_DN16559_c0_g1_i1.p1	GO:0000290, GO:0005829, GO:0033962, GO:0005737, GO:0000932, GO:0006397, GO:0003723, GO:0006417
DRYU1_DN62_c0_g1_i1.p1	GO:0043218, GO:0009611, GO:0016021, GO:0042552, GO:0006811, GO:0019911, GO:0045121
DRYU1_DN29502_c0_g1_i1.p1	GO:0071028, GO:0003690, GO:0006368, GO:0070390, GO:0003723, GO:0000973, GO:0016973
DRYU1_DN33783_c0_g1_i1.p1	GO:0005096, GO:0005515, GO:0043087, GO:0005737
DRYU1_DN9128_c0_g1_i1.p1	GO:0071507, GO:0005737, GO:0071902, GO:0008270, GO:0051321
DRYU1_DN25624_c0_g1_i1.p1	GO:0044177, GO:0019033, GO:0010587, GO:0060965, GO:0006397, GO:0005515, GO:0030430
DRYU1_DN2588_c0_g1_i6.p1	GO:0005730, GO:0008270, GO:0005634, GO:0003676, GO:0034470
DRYU1_DN1657_c0_g1_i2.p1	GO:0005515, GO:0030435, GO:0005628
DRYU1_DN4108_c1_g1_i1.p1	GO:0000390, GO:0005739, GO:0005730, GO:0000462, GO:0003729, GO:0005524, GO:0005634, GO:0071014, GO:0003724, GO:0030686, GO:0042273, GO:0006397, GO:0005515, GO:0000463, GO:0016887, GO:0008380, GO:0000466, GO:0032040
